L: 4 | f_final: 1+1E-8 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 09:47:29 2021 | f: 1+1E0.235094/1+1E-8 | sweeps: 10000 | flat time: 0.005493s
Sat May 29 09:47:29 2021 | f: 1+1E-0.187942/1+1E-8 | sweeps: 10000 | flat time: 0.005639s
Sat May 29 09:47:29 2021 | f: 1+1E-0.546643/1+1E-8 | sweeps: 10000 | flat time: 0.005808s
Sat May 29 09:47:29 2021 | f: 1+1E-0.875664/1+1E-8 | sweeps: 10000 | flat time: 0.005850s
Sat May 29 09:47:29 2021 | f: 1+1E-1.190478/1+1E-8 | sweeps: 20000 | flat time: 0.011547s
Sat May 29 09:47:29 2021 | f: 1+1E-1.498346/1+1E-8 | sweeps: 20000 | flat time: 0.011552s
Sat May 29 09:47:30 2021 | f: 1+1E-1.802783/1+1E-8 | sweeps: 30000 | flat time: 0.017201s
Sat May 29 09:47:30 2021 | f: 1+1E-2.105512/1+1E-8 | sweeps: 20000 | flat time: 0.011420s
Sat May 29 09:47:30 2021 | f: 1+1E-2.407391/1+1E-8 | sweeps: 40000 | flat time: 0.022837s
Sat May 29 09:47:30 2021 | f: 1+1E-2.708846/1+1E-8 | sweeps: 30000 | flat time: 0.017222s
Sat May 29 09:47:30 2021 | f: 1+1E-3.010088/1+1E-8 | sweeps: 70000 | flat time: 0.040308s
Sat May 29 09:47:30 2021 | f: 1+1E-3.311224/1+1E-8 | sweeps: 40000 | flat time: 0.022934s
Sat May 29 09:47:30 2021 | f: 1+1E-3.612307/1+1E-8 | sweeps: 30000 | flat time: 0.017252s
Sat May 29 09:47:30 2021 | f: 1+1E-3.913363/1+1E-8 | sweeps: 50000 | flat time: 0.028452s
Sat May 29 09:47:30 2021 | f: 1+1E-4.214407/1+1E-8 | sweeps: 60000 | flat time: 0.034308s
Sat May 29 09:47:30 2021 | f: 1+1E-4.515443/1+1E-8 | sweeps: 60000 | flat time: 0.034248s
Sat May 29 09:47:30 2021 | f: 1+1E-4.816477/1+1E-8 | sweeps: 40000 | flat time: 0.022807s
Sat May 29 09:47:30 2021 | f: 1+1E-5.117508/1+1E-8 | sweeps: 150000 | flat time: 0.085218s
Sat May 29 09:47:30 2021 | f: 1+1E-5.418539/1+1E-8 | sweeps: 80000 | flat time: 0.045449s
Sat May 29 09:47:30 2021 | f: 1+1E-5.719570/1+1E-8 | sweeps: 80000 | flat time: 0.045559s
Sat May 29 09:47:30 2021 | f: 1+1E-6.020600/1+1E-8 | sweeps: 60000 | flat time: 0.034173s
Sat May 29 09:47:30 2021 | f: 1+1E-6.321630/1+1E-8 | sweeps: 60000 | flat time: 0.034148s
Sat May 29 09:47:30 2021 | f: 1+1E-6.622660/1+1E-8 | sweeps: 60000 | flat time: 0.034111s
Sat May 29 09:47:30 2021 | f: 1+1E-6.923690/1+1E-8 | sweeps: 90000 | flat time: 0.051342s
Sat May 29 09:47:30 2021 | f: 1+1E-7.224720/1+1E-8 | sweeps: 60000 | flat time: 0.034189s
Sat May 29 09:47:30 2021 | f: 1+1E-7.525750/1+1E-8 | sweeps: 60000 | flat time: 0.034207s
Sat May 29 09:47:30 2021 | f: 1+1E-7.826780/1+1E-8 | sweeps: 90000 | flat time: 0.051819s
