L: 4 | f_final: 1+1E-8 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 09:47:48 2021 | f: 1+1E0.235094/1+1E-8 | sweeps: 10000 | flat time: 0.005543s
Sat May 29 09:47:48 2021 | f: 1+1E-0.187942/1+1E-8 | sweeps: 10000 | flat time: 0.005669s
Sat May 29 09:47:48 2021 | f: 1+1E-0.546643/1+1E-8 | sweeps: 10000 | flat time: 0.005817s
Sat May 29 09:47:48 2021 | f: 1+1E-0.875664/1+1E-8 | sweeps: 10000 | flat time: 0.005841s
Sat May 29 09:47:48 2021 | f: 1+1E-1.190478/1+1E-8 | sweeps: 10000 | flat time: 0.005739s
Sat May 29 09:47:48 2021 | f: 1+1E-1.498346/1+1E-8 | sweeps: 20000 | flat time: 0.011524s
Sat May 29 09:47:48 2021 | f: 1+1E-1.802783/1+1E-8 | sweeps: 30000 | flat time: 0.017139s
Sat May 29 09:47:48 2021 | f: 1+1E-2.105512/1+1E-8 | sweeps: 40000 | flat time: 0.022809s
Sat May 29 09:47:48 2021 | f: 1+1E-2.407391/1+1E-8 | sweeps: 30000 | flat time: 0.016995s
Sat May 29 09:47:48 2021 | f: 1+1E-2.708846/1+1E-8 | sweeps: 50000 | flat time: 0.028303s
Sat May 29 09:47:48 2021 | f: 1+1E-3.010088/1+1E-8 | sweeps: 70000 | flat time: 0.039673s
Sat May 29 09:47:48 2021 | f: 1+1E-3.311224/1+1E-8 | sweeps: 60000 | flat time: 0.034727s
Sat May 29 09:47:49 2021 | f: 1+1E-3.612307/1+1E-8 | sweeps: 60000 | flat time: 0.034856s
Sat May 29 09:47:49 2021 | f: 1+1E-3.913363/1+1E-8 | sweeps: 60000 | flat time: 0.034802s
Sat May 29 09:47:49 2021 | f: 1+1E-4.214407/1+1E-8 | sweeps: 50000 | flat time: 0.029006s
Sat May 29 09:47:49 2021 | f: 1+1E-4.515443/1+1E-8 | sweeps: 60000 | flat time: 0.034892s
Sat May 29 09:47:49 2021 | f: 1+1E-4.816477/1+1E-8 | sweeps: 40000 | flat time: 0.023054s
Sat May 29 09:47:49 2021 | f: 1+1E-5.117508/1+1E-8 | sweeps: 50000 | flat time: 0.028822s
Sat May 29 09:47:49 2021 | f: 1+1E-5.418539/1+1E-8 | sweeps: 40000 | flat time: 0.022993s
Sat May 29 09:47:49 2021 | f: 1+1E-5.719570/1+1E-8 | sweeps: 160000 | flat time: 0.091882s
Sat May 29 09:47:49 2021 | f: 1+1E-6.020600/1+1E-8 | sweeps: 50000 | flat time: 0.028536s
Sat May 29 09:47:49 2021 | f: 1+1E-6.321630/1+1E-8 | sweeps: 40000 | flat time: 0.022687s
Sat May 29 09:47:49 2021 | f: 1+1E-6.622660/1+1E-8 | sweeps: 90000 | flat time: 0.051408s
Sat May 29 09:47:49 2021 | f: 1+1E-6.923690/1+1E-8 | sweeps: 150000 | flat time: 0.086506s
Sat May 29 09:47:49 2021 | f: 1+1E-7.224720/1+1E-8 | sweeps: 70000 | flat time: 0.040281s
Sat May 29 09:47:49 2021 | f: 1+1E-7.525750/1+1E-8 | sweeps: 40000 | flat time: 0.023025s
Sat May 29 09:47:49 2021 | f: 1+1E-7.826780/1+1E-8 | sweeps: 50000 | flat time: 0.028970s
