L: 4 | f_final: 1+1E-8 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 09:47:36 2021 | f: 1+1E0.235094/1+1E-8 | sweeps: 10000 | flat time: 0.005606s
Sat May 29 09:47:36 2021 | f: 1+1E-0.187942/1+1E-8 | sweeps: 10000 | flat time: 0.005650s
Sat May 29 09:47:36 2021 | f: 1+1E-0.546643/1+1E-8 | sweeps: 10000 | flat time: 0.005788s
Sat May 29 09:47:36 2021 | f: 1+1E-0.875664/1+1E-8 | sweeps: 10000 | flat time: 0.005878s
Sat May 29 09:47:36 2021 | f: 1+1E-1.190478/1+1E-8 | sweeps: 20000 | flat time: 0.011600s
Sat May 29 09:47:36 2021 | f: 1+1E-1.498346/1+1E-8 | sweeps: 20000 | flat time: 0.011481s
Sat May 29 09:47:36 2021 | f: 1+1E-1.802783/1+1E-8 | sweeps: 20000 | flat time: 0.011472s
Sat May 29 09:47:36 2021 | f: 1+1E-2.105512/1+1E-8 | sweeps: 30000 | flat time: 0.017225s
Sat May 29 09:47:36 2021 | f: 1+1E-2.407391/1+1E-8 | sweeps: 40000 | flat time: 0.022894s
Sat May 29 09:47:36 2021 | f: 1+1E-2.708846/1+1E-8 | sweeps: 60000 | flat time: 0.034378s
Sat May 29 09:47:36 2021 | f: 1+1E-3.010088/1+1E-8 | sweeps: 40000 | flat time: 0.022759s
Sat May 29 09:47:36 2021 | f: 1+1E-3.311224/1+1E-8 | sweeps: 60000 | flat time: 0.034429s
Sat May 29 09:47:36 2021 | f: 1+1E-3.612307/1+1E-8 | sweeps: 50000 | flat time: 0.028506s
Sat May 29 09:47:36 2021 | f: 1+1E-3.913363/1+1E-8 | sweeps: 60000 | flat time: 0.034337s
Sat May 29 09:47:36 2021 | f: 1+1E-4.214407/1+1E-8 | sweeps: 60000 | flat time: 0.034235s
Sat May 29 09:47:36 2021 | f: 1+1E-4.515443/1+1E-8 | sweeps: 50000 | flat time: 0.028279s
Sat May 29 09:47:36 2021 | f: 1+1E-4.816477/1+1E-8 | sweeps: 40000 | flat time: 0.022721s
Sat May 29 09:47:36 2021 | f: 1+1E-5.117508/1+1E-8 | sweeps: 60000 | flat time: 0.034235s
Sat May 29 09:47:36 2021 | f: 1+1E-5.418539/1+1E-8 | sweeps: 70000 | flat time: 0.039975s
Sat May 29 09:47:36 2021 | f: 1+1E-5.719570/1+1E-8 | sweeps: 60000 | flat time: 0.034073s
Sat May 29 09:47:36 2021 | f: 1+1E-6.020600/1+1E-8 | sweeps: 40000 | flat time: 0.022769s
Sat May 29 09:47:36 2021 | f: 1+1E-6.321630/1+1E-8 | sweeps: 70000 | flat time: 0.041102s
Sat May 29 09:47:36 2021 | f: 1+1E-6.622660/1+1E-8 | sweeps: 90000 | flat time: 0.083009s
Sat May 29 09:47:36 2021 | f: 1+1E-6.923690/1+1E-8 | sweeps: 40000 | flat time: 0.027231s
Sat May 29 09:47:36 2021 | f: 1+1E-7.224720/1+1E-8 | sweeps: 70000 | flat time: 0.041030s
Sat May 29 09:47:36 2021 | f: 1+1E-7.525750/1+1E-8 | sweeps: 40000 | flat time: 0.022636s
Sat May 29 09:47:37 2021 | f: 1+1E-7.826780/1+1E-8 | sweeps: 70000 | flat time: 0.039960s
