L: 4 | f_final: 1+1E-8 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 09:47:14 2021 | f: 1+1E0.235094/1+1E-8 | sweeps: 10000 | flat time: 0.005507s
Sat May 29 09:47:14 2021 | f: 1+1E-0.187942/1+1E-8 | sweeps: 10000 | flat time: 0.005650s
Sat May 29 09:47:14 2021 | f: 1+1E-0.546643/1+1E-8 | sweeps: 10000 | flat time: 0.005790s
Sat May 29 09:47:14 2021 | f: 1+1E-0.875664/1+1E-8 | sweeps: 10000 | flat time: 0.005799s
Sat May 29 09:47:14 2021 | f: 1+1E-1.190478/1+1E-8 | sweeps: 20000 | flat time: 0.011513s
Sat May 29 09:47:14 2021 | f: 1+1E-1.498346/1+1E-8 | sweeps: 10000 | flat time: 0.005747s
Sat May 29 09:47:14 2021 | f: 1+1E-1.802783/1+1E-8 | sweeps: 30000 | flat time: 0.017183s
Sat May 29 09:47:14 2021 | f: 1+1E-2.105512/1+1E-8 | sweeps: 30000 | flat time: 0.017094s
Sat May 29 09:47:14 2021 | f: 1+1E-2.407391/1+1E-8 | sweeps: 40000 | flat time: 0.022835s
Sat May 29 09:47:14 2021 | f: 1+1E-2.708846/1+1E-8 | sweeps: 40000 | flat time: 0.022772s
Sat May 29 09:47:14 2021 | f: 1+1E-3.010088/1+1E-8 | sweeps: 30000 | flat time: 0.017094s
Sat May 29 09:47:14 2021 | f: 1+1E-3.311224/1+1E-8 | sweeps: 70000 | flat time: 0.040102s
Sat May 29 09:47:14 2021 | f: 1+1E-3.612307/1+1E-8 | sweeps: 60000 | flat time: 0.034073s
Sat May 29 09:47:14 2021 | f: 1+1E-3.913363/1+1E-8 | sweeps: 70000 | flat time: 0.039966s
Sat May 29 09:47:14 2021 | f: 1+1E-4.214407/1+1E-8 | sweeps: 130000 | flat time: 0.074582s
Sat May 29 09:47:14 2021 | f: 1+1E-4.515443/1+1E-8 | sweeps: 50000 | flat time: 0.028526s
Sat May 29 09:47:14 2021 | f: 1+1E-4.816477/1+1E-8 | sweeps: 60000 | flat time: 0.034207s
Sat May 29 09:47:14 2021 | f: 1+1E-5.117508/1+1E-8 | sweeps: 40000 | flat time: 0.022984s
Sat May 29 09:47:14 2021 | f: 1+1E-5.418539/1+1E-8 | sweeps: 50000 | flat time: 0.028626s
Sat May 29 09:47:14 2021 | f: 1+1E-5.719570/1+1E-8 | sweeps: 190000 | flat time: 0.112030s
Sat May 29 09:47:15 2021 | f: 1+1E-6.020600/1+1E-8 | sweeps: 90000 | flat time: 0.120850s
Sat May 29 09:47:15 2021 | f: 1+1E-6.321630/1+1E-8 | sweeps: 110000 | flat time: 0.065092s
Sat May 29 09:47:15 2021 | f: 1+1E-6.622660/1+1E-8 | sweeps: 60000 | flat time: 0.034550s
Sat May 29 09:47:15 2021 | f: 1+1E-6.923690/1+1E-8 | sweeps: 60000 | flat time: 0.037459s
Sat May 29 09:47:15 2021 | f: 1+1E-7.224720/1+1E-8 | sweeps: 60000 | flat time: 0.034589s
Sat May 29 09:47:15 2021 | f: 1+1E-7.525750/1+1E-8 | sweeps: 40000 | flat time: 0.022990s
Sat May 29 09:47:15 2021 | f: 1+1E-7.826780/1+1E-8 | sweeps: 90000 | flat time: 0.052046s
