L: 4 | f_final: 1+1E-8 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 09:47:57 2021 | f: 1+1E0.235094/1+1E-8 | sweeps: 10000 | flat time: 0.005751s
Sat May 29 09:47:57 2021 | f: 1+1E-0.187942/1+1E-8 | sweeps: 10000 | flat time: 0.005924s
Sat May 29 09:47:57 2021 | f: 1+1E-0.546643/1+1E-8 | sweeps: 10000 | flat time: 0.006078s
Sat May 29 09:47:57 2021 | f: 1+1E-0.875664/1+1E-8 | sweeps: 10000 | flat time: 0.005983s
Sat May 29 09:47:57 2021 | f: 1+1E-1.190478/1+1E-8 | sweeps: 10000 | flat time: 0.005966s
Sat May 29 09:47:57 2021 | f: 1+1E-1.498346/1+1E-8 | sweeps: 20000 | flat time: 0.011848s
Sat May 29 09:47:57 2021 | f: 1+1E-1.802783/1+1E-8 | sweeps: 20000 | flat time: 0.011905s
Sat May 29 09:47:57 2021 | f: 1+1E-2.105512/1+1E-8 | sweeps: 30000 | flat time: 0.017859s
Sat May 29 09:47:57 2021 | f: 1+1E-2.407391/1+1E-8 | sweeps: 40000 | flat time: 0.023609s
Sat May 29 09:47:57 2021 | f: 1+1E-2.708846/1+1E-8 | sweeps: 30000 | flat time: 0.017668s
Sat May 29 09:47:57 2021 | f: 1+1E-3.010088/1+1E-8 | sweeps: 60000 | flat time: 0.035311s
Sat May 29 09:47:57 2021 | f: 1+1E-3.311224/1+1E-8 | sweeps: 70000 | flat time: 0.041309s
Sat May 29 09:47:57 2021 | f: 1+1E-3.612307/1+1E-8 | sweeps: 110000 | flat time: 0.064924s
Sat May 29 09:47:57 2021 | f: 1+1E-3.913363/1+1E-8 | sweeps: 50000 | flat time: 0.029455s
Sat May 29 09:47:57 2021 | f: 1+1E-4.214407/1+1E-8 | sweeps: 40000 | flat time: 0.023514s
Sat May 29 09:47:57 2021 | f: 1+1E-4.515443/1+1E-8 | sweeps: 90000 | flat time: 0.053210s
Sat May 29 09:47:57 2021 | f: 1+1E-4.816477/1+1E-8 | sweeps: 50000 | flat time: 0.029584s
Sat May 29 09:47:58 2021 | f: 1+1E-5.117508/1+1E-8 | sweeps: 100000 | flat time: 0.059128s
Sat May 29 09:47:58 2021 | f: 1+1E-5.418539/1+1E-8 | sweeps: 200000 | flat time: 0.118197s
Sat May 29 09:47:58 2021 | f: 1+1E-5.719570/1+1E-8 | sweeps: 140000 | flat time: 0.082520s
Sat May 29 09:47:58 2021 | f: 1+1E-6.020600/1+1E-8 | sweeps: 70000 | flat time: 0.041224s
Sat May 29 09:47:58 2021 | f: 1+1E-6.321630/1+1E-8 | sweeps: 70000 | flat time: 0.041313s
Sat May 29 09:47:58 2021 | f: 1+1E-6.622660/1+1E-8 | sweeps: 50000 | flat time: 0.029520s
Sat May 29 09:47:58 2021 | f: 1+1E-6.923690/1+1E-8 | sweeps: 40000 | flat time: 0.023566s
Sat May 29 09:47:58 2021 | f: 1+1E-7.224720/1+1E-8 | sweeps: 50000 | flat time: 0.029529s
Sat May 29 09:47:58 2021 | f: 1+1E-7.525750/1+1E-8 | sweeps: 60000 | flat time: 0.035446s
Sat May 29 09:47:58 2021 | f: 1+1E-7.826780/1+1E-8 | sweeps: 60000 | flat time: 0.035413s
