L: 4 | f_final: 1+1E-8 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 09:48:16 2021 | f: 1+1E0.235094/1+1E-8 | sweeps: 10000 | flat time: 0.005522s
Sat May 29 09:48:17 2021 | f: 1+1E-0.187942/1+1E-8 | sweeps: 10000 | flat time: 0.005695s
Sat May 29 09:48:17 2021 | f: 1+1E-0.546643/1+1E-8 | sweeps: 10000 | flat time: 0.005928s
Sat May 29 09:48:17 2021 | f: 1+1E-0.875664/1+1E-8 | sweeps: 10000 | flat time: 0.005885s
Sat May 29 09:48:17 2021 | f: 1+1E-1.190478/1+1E-8 | sweeps: 10000 | flat time: 0.005892s
Sat May 29 09:48:17 2021 | f: 1+1E-1.498346/1+1E-8 | sweeps: 20000 | flat time: 0.011680s
Sat May 29 09:48:17 2021 | f: 1+1E-1.802783/1+1E-8 | sweeps: 20000 | flat time: 0.011679s
Sat May 29 09:48:17 2021 | f: 1+1E-2.105512/1+1E-8 | sweeps: 30000 | flat time: 0.017404s
Sat May 29 09:48:17 2021 | f: 1+1E-2.407391/1+1E-8 | sweeps: 30000 | flat time: 0.017657s
Sat May 29 09:48:17 2021 | f: 1+1E-2.708846/1+1E-8 | sweeps: 40000 | flat time: 0.023285s
Sat May 29 09:48:17 2021 | f: 1+1E-3.010088/1+1E-8 | sweeps: 70000 | flat time: 0.040929s
Sat May 29 09:48:17 2021 | f: 1+1E-3.311224/1+1E-8 | sweeps: 90000 | flat time: 0.052565s
Sat May 29 09:48:17 2021 | f: 1+1E-3.612307/1+1E-8 | sweeps: 40000 | flat time: 0.023280s
Sat May 29 09:48:17 2021 | f: 1+1E-3.913363/1+1E-8 | sweeps: 80000 | flat time: 0.046761s
Sat May 29 09:48:17 2021 | f: 1+1E-4.214407/1+1E-8 | sweeps: 70000 | flat time: 0.040703s
Sat May 29 09:48:17 2021 | f: 1+1E-4.515443/1+1E-8 | sweeps: 60000 | flat time: 0.034923s
Sat May 29 09:48:17 2021 | f: 1+1E-4.816477/1+1E-8 | sweeps: 80000 | flat time: 0.046460s
Sat May 29 09:48:17 2021 | f: 1+1E-5.117508/1+1E-8 | sweeps: 120000 | flat time: 0.069859s
Sat May 29 09:48:17 2021 | f: 1+1E-5.418539/1+1E-8 | sweeps: 80000 | flat time: 0.046559s
Sat May 29 09:48:17 2021 | f: 1+1E-5.719570/1+1E-8 | sweeps: 90000 | flat time: 0.052460s
Sat May 29 09:48:17 2021 | f: 1+1E-6.020600/1+1E-8 | sweeps: 70000 | flat time: 0.041113s
Sat May 29 09:48:17 2021 | f: 1+1E-6.321630/1+1E-8 | sweeps: 60000 | flat time: 0.034791s
Sat May 29 09:48:17 2021 | f: 1+1E-6.622660/1+1E-8 | sweeps: 70000 | flat time: 0.041091s
Sat May 29 09:48:17 2021 | f: 1+1E-6.923690/1+1E-8 | sweeps: 70000 | flat time: 0.042841s
Sat May 29 09:48:17 2021 | f: 1+1E-7.224720/1+1E-8 | sweeps: 60000 | flat time: 0.036430s
Sat May 29 09:48:17 2021 | f: 1+1E-7.525750/1+1E-8 | sweeps: 70000 | flat time: 0.040779s
Sat May 29 09:48:17 2021 | f: 1+1E-7.826780/1+1E-8 | sweeps: 100000 | flat time: 0.058176s
