L: 4 | f_final: 1+1E-8 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 09:47:56 2021 | f: 1+1E0.235094/1+1E-8 | sweeps: 10000 | flat time: 0.005733s
Sat May 29 09:47:56 2021 | f: 1+1E-0.187942/1+1E-8 | sweeps: 10000 | flat time: 0.005846s
Sat May 29 09:47:56 2021 | f: 1+1E-0.546643/1+1E-8 | sweeps: 10000 | flat time: 0.005940s
Sat May 29 09:47:56 2021 | f: 1+1E-0.875664/1+1E-8 | sweeps: 10000 | flat time: 0.005960s
Sat May 29 09:47:56 2021 | f: 1+1E-1.190478/1+1E-8 | sweeps: 20000 | flat time: 0.011887s
Sat May 29 09:47:56 2021 | f: 1+1E-1.498346/1+1E-8 | sweeps: 20000 | flat time: 0.011855s
Sat May 29 09:47:56 2021 | f: 1+1E-1.802783/1+1E-8 | sweeps: 30000 | flat time: 0.017734s
Sat May 29 09:47:56 2021 | f: 1+1E-2.105512/1+1E-8 | sweeps: 40000 | flat time: 0.023633s
Sat May 29 09:47:56 2021 | f: 1+1E-2.407391/1+1E-8 | sweeps: 50000 | flat time: 0.029558s
Sat May 29 09:47:56 2021 | f: 1+1E-2.708846/1+1E-8 | sweeps: 40000 | flat time: 0.023602s
Sat May 29 09:47:56 2021 | f: 1+1E-3.010088/1+1E-8 | sweeps: 80000 | flat time: 0.047154s
Sat May 29 09:47:56 2021 | f: 1+1E-3.311224/1+1E-8 | sweeps: 50000 | flat time: 0.029271s
Sat May 29 09:47:56 2021 | f: 1+1E-3.612307/1+1E-8 | sweeps: 40000 | flat time: 0.023524s
Sat May 29 09:47:56 2021 | f: 1+1E-3.913363/1+1E-8 | sweeps: 40000 | flat time: 0.023452s
Sat May 29 09:47:56 2021 | f: 1+1E-4.214407/1+1E-8 | sweeps: 60000 | flat time: 0.035242s
Sat May 29 09:47:56 2021 | f: 1+1E-4.515443/1+1E-8 | sweeps: 60000 | flat time: 0.035010s
Sat May 29 09:47:56 2021 | f: 1+1E-4.816477/1+1E-8 | sweeps: 120000 | flat time: 0.070618s
Sat May 29 09:47:56 2021 | f: 1+1E-5.117508/1+1E-8 | sweeps: 80000 | flat time: 0.047217s
Sat May 29 09:47:56 2021 | f: 1+1E-5.418539/1+1E-8 | sweeps: 40000 | flat time: 0.023597s
Sat May 29 09:47:56 2021 | f: 1+1E-5.719570/1+1E-8 | sweeps: 80000 | flat time: 0.047353s
Sat May 29 09:47:56 2021 | f: 1+1E-6.020600/1+1E-8 | sweeps: 70000 | flat time: 0.041445s
Sat May 29 09:47:56 2021 | f: 1+1E-6.321630/1+1E-8 | sweeps: 50000 | flat time: 0.029581s
Sat May 29 09:47:56 2021 | f: 1+1E-6.622660/1+1E-8 | sweeps: 60000 | flat time: 0.035602s
Sat May 29 09:47:56 2021 | f: 1+1E-6.923690/1+1E-8 | sweeps: 80000 | flat time: 0.047502s
Sat May 29 09:47:56 2021 | f: 1+1E-7.224720/1+1E-8 | sweeps: 80000 | flat time: 0.047511s
Sat May 29 09:47:56 2021 | f: 1+1E-7.525750/1+1E-8 | sweeps: 60000 | flat time: 0.035671s
Sat May 29 09:47:56 2021 | f: 1+1E-7.826780/1+1E-8 | sweeps: 40000 | flat time: 0.023835s
