L: 4 | f_final: 1+1E-8 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 09:47:04 2021 | f: 1+1E0.235094/1+1E-8 | sweeps: 20000 | flat time: 0.010925s
Sat May 29 09:47:04 2021 | f: 1+1E-0.187942/1+1E-8 | sweeps: 20000 | flat time: 0.011333s
Sat May 29 09:47:04 2021 | f: 1+1E-0.546643/1+1E-8 | sweeps: 10000 | flat time: 0.005804s
Sat May 29 09:47:04 2021 | f: 1+1E-0.875664/1+1E-8 | sweeps: 10000 | flat time: 0.005876s
Sat May 29 09:47:04 2021 | f: 1+1E-1.190478/1+1E-8 | sweeps: 20000 | flat time: 0.011627s
Sat May 29 09:47:04 2021 | f: 1+1E-1.498346/1+1E-8 | sweeps: 20000 | flat time: 0.011488s
Sat May 29 09:47:04 2021 | f: 1+1E-1.802783/1+1E-8 | sweeps: 30000 | flat time: 0.017158s
Sat May 29 09:47:04 2021 | f: 1+1E-2.105512/1+1E-8 | sweeps: 40000 | flat time: 0.022656s
Sat May 29 09:47:04 2021 | f: 1+1E-2.407391/1+1E-8 | sweeps: 50000 | flat time: 0.028305s
Sat May 29 09:47:04 2021 | f: 1+1E-2.708846/1+1E-8 | sweeps: 60000 | flat time: 0.033955s
Sat May 29 09:47:04 2021 | f: 1+1E-3.010088/1+1E-8 | sweeps: 50000 | flat time: 0.028396s
Sat May 29 09:47:04 2021 | f: 1+1E-3.311224/1+1E-8 | sweeps: 50000 | flat time: 0.028493s
Sat May 29 09:47:05 2021 | f: 1+1E-3.612307/1+1E-8 | sweeps: 50000 | flat time: 0.028376s
Sat May 29 09:47:05 2021 | f: 1+1E-3.913363/1+1E-8 | sweeps: 70000 | flat time: 0.039743s
Sat May 29 09:47:05 2021 | f: 1+1E-4.214407/1+1E-8 | sweeps: 60000 | flat time: 0.034312s
Sat May 29 09:47:05 2021 | f: 1+1E-4.515443/1+1E-8 | sweeps: 60000 | flat time: 0.033942s
Sat May 29 09:47:05 2021 | f: 1+1E-4.816477/1+1E-8 | sweeps: 40000 | flat time: 0.022754s
Sat May 29 09:47:05 2021 | f: 1+1E-5.117508/1+1E-8 | sweeps: 60000 | flat time: 0.033931s
Sat May 29 09:47:05 2021 | f: 1+1E-5.418539/1+1E-8 | sweeps: 50000 | flat time: 0.028234s
Sat May 29 09:47:05 2021 | f: 1+1E-5.719570/1+1E-8 | sweeps: 80000 | flat time: 0.045265s
Sat May 29 09:47:05 2021 | f: 1+1E-6.020600/1+1E-8 | sweeps: 60000 | flat time: 0.033993s
Sat May 29 09:47:05 2021 | f: 1+1E-6.321630/1+1E-8 | sweeps: 40000 | flat time: 0.022765s
Sat May 29 09:47:05 2021 | f: 1+1E-6.622660/1+1E-8 | sweeps: 70000 | flat time: 0.039638s
Sat May 29 09:47:05 2021 | f: 1+1E-6.923690/1+1E-8 | sweeps: 40000 | flat time: 0.022563s
Sat May 29 09:47:05 2021 | f: 1+1E-7.224720/1+1E-8 | sweeps: 60000 | flat time: 0.034222s
Sat May 29 09:47:05 2021 | f: 1+1E-7.525750/1+1E-8 | sweeps: 50000 | flat time: 0.028242s
Sat May 29 09:47:05 2021 | f: 1+1E-7.826780/1+1E-8 | sweeps: 40000 | flat time: 0.022589s
