L: 4 | f_final: 1+1E-8 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 09:47:01 2021 | f: 1+1E0.235094/1+1E-8 | sweeps: 10000 | flat time: 0.005479s
Sat May 29 09:47:01 2021 | f: 1+1E-0.187942/1+1E-8 | sweeps: 10000 | flat time: 0.005633s
Sat May 29 09:47:01 2021 | f: 1+1E-0.546643/1+1E-8 | sweeps: 10000 | flat time: 0.005734s
Sat May 29 09:47:01 2021 | f: 1+1E-0.875664/1+1E-8 | sweeps: 10000 | flat time: 0.005766s
Sat May 29 09:47:01 2021 | f: 1+1E-1.190478/1+1E-8 | sweeps: 20000 | flat time: 0.011520s
Sat May 29 09:47:01 2021 | f: 1+1E-1.498346/1+1E-8 | sweeps: 20000 | flat time: 0.011493s
Sat May 29 09:47:01 2021 | f: 1+1E-1.802783/1+1E-8 | sweeps: 30000 | flat time: 0.017053s
Sat May 29 09:47:01 2021 | f: 1+1E-2.105512/1+1E-8 | sweeps: 30000 | flat time: 0.016986s
Sat May 29 09:47:01 2021 | f: 1+1E-2.407391/1+1E-8 | sweeps: 40000 | flat time: 0.022723s
Sat May 29 09:47:01 2021 | f: 1+1E-2.708846/1+1E-8 | sweeps: 60000 | flat time: 0.034292s
Sat May 29 09:47:01 2021 | f: 1+1E-3.010088/1+1E-8 | sweeps: 40000 | flat time: 0.022730s
Sat May 29 09:47:01 2021 | f: 1+1E-3.311224/1+1E-8 | sweeps: 60000 | flat time: 0.034059s
Sat May 29 09:47:02 2021 | f: 1+1E-3.612307/1+1E-8 | sweeps: 140000 | flat time: 0.079614s
Sat May 29 09:47:02 2021 | f: 1+1E-3.913363/1+1E-8 | sweeps: 80000 | flat time: 0.045425s
Sat May 29 09:47:02 2021 | f: 1+1E-4.214407/1+1E-8 | sweeps: 50000 | flat time: 0.028339s
Sat May 29 09:47:02 2021 | f: 1+1E-4.515443/1+1E-8 | sweeps: 120000 | flat time: 0.068080s
Sat May 29 09:47:02 2021 | f: 1+1E-4.816477/1+1E-8 | sweeps: 180000 | flat time: 0.102217s
Sat May 29 09:47:02 2021 | f: 1+1E-5.117508/1+1E-8 | sweeps: 70000 | flat time: 0.039616s
Sat May 29 09:47:02 2021 | f: 1+1E-5.418539/1+1E-8 | sweeps: 50000 | flat time: 0.028346s
Sat May 29 09:47:02 2021 | f: 1+1E-5.719570/1+1E-8 | sweeps: 40000 | flat time: 0.022771s
Sat May 29 09:47:02 2021 | f: 1+1E-6.020600/1+1E-8 | sweeps: 50000 | flat time: 0.028315s
Sat May 29 09:47:02 2021 | f: 1+1E-6.321630/1+1E-8 | sweeps: 60000 | flat time: 0.034064s
Sat May 29 09:47:02 2021 | f: 1+1E-6.622660/1+1E-8 | sweeps: 40000 | flat time: 0.022665s
Sat May 29 09:47:02 2021 | f: 1+1E-6.923690/1+1E-8 | sweeps: 40000 | flat time: 0.022746s
Sat May 29 09:47:02 2021 | f: 1+1E-7.224720/1+1E-8 | sweeps: 70000 | flat time: 0.040139s
Sat May 29 09:47:02 2021 | f: 1+1E-7.525750/1+1E-8 | sweeps: 80000 | flat time: 0.045744s
Sat May 29 09:47:02 2021 | f: 1+1E-7.826780/1+1E-8 | sweeps: 60000 | flat time: 0.034105s
