L: 4 | f_final: 1+1E-8 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 09:47:06 2021 | f: 1+1E0.235094/1+1E-8 | sweeps: 10000 | flat time: 0.005525s
Sat May 29 09:47:06 2021 | f: 1+1E-0.187942/1+1E-8 | sweeps: 10000 | flat time: 0.005679s
Sat May 29 09:47:06 2021 | f: 1+1E-0.546643/1+1E-8 | sweeps: 10000 | flat time: 0.005801s
Sat May 29 09:47:06 2021 | f: 1+1E-0.875664/1+1E-8 | sweeps: 10000 | flat time: 0.005820s
Sat May 29 09:47:06 2021 | f: 1+1E-1.190478/1+1E-8 | sweeps: 20000 | flat time: 0.011622s
Sat May 29 09:47:06 2021 | f: 1+1E-1.498346/1+1E-8 | sweeps: 20000 | flat time: 0.011548s
Sat May 29 09:47:06 2021 | f: 1+1E-1.802783/1+1E-8 | sweeps: 20000 | flat time: 0.011558s
Sat May 29 09:47:06 2021 | f: 1+1E-2.105512/1+1E-8 | sweeps: 30000 | flat time: 0.017297s
Sat May 29 09:47:06 2021 | f: 1+1E-2.407391/1+1E-8 | sweeps: 40000 | flat time: 0.022897s
Sat May 29 09:47:06 2021 | f: 1+1E-2.708846/1+1E-8 | sweeps: 40000 | flat time: 0.022969s
Sat May 29 09:47:06 2021 | f: 1+1E-3.010088/1+1E-8 | sweeps: 30000 | flat time: 0.017227s
Sat May 29 09:47:06 2021 | f: 1+1E-3.311224/1+1E-8 | sweeps: 40000 | flat time: 0.022906s
Sat May 29 09:47:06 2021 | f: 1+1E-3.612307/1+1E-8 | sweeps: 60000 | flat time: 0.034264s
Sat May 29 09:47:06 2021 | f: 1+1E-3.913363/1+1E-8 | sweeps: 50000 | flat time: 0.028656s
Sat May 29 09:47:06 2021 | f: 1+1E-4.214407/1+1E-8 | sweeps: 70000 | flat time: 0.039939s
Sat May 29 09:47:06 2021 | f: 1+1E-4.515443/1+1E-8 | sweeps: 100000 | flat time: 0.056901s
Sat May 29 09:47:06 2021 | f: 1+1E-4.816477/1+1E-8 | sweeps: 40000 | flat time: 0.022751s
Sat May 29 09:47:06 2021 | f: 1+1E-5.117508/1+1E-8 | sweeps: 50000 | flat time: 0.028608s
Sat May 29 09:47:06 2021 | f: 1+1E-5.418539/1+1E-8 | sweeps: 40000 | flat time: 0.022832s
Sat May 29 09:47:06 2021 | f: 1+1E-5.719570/1+1E-8 | sweeps: 100000 | flat time: 0.056912s
Sat May 29 09:47:06 2021 | f: 1+1E-6.020600/1+1E-8 | sweeps: 90000 | flat time: 0.051162s
Sat May 29 09:47:06 2021 | f: 1+1E-6.321630/1+1E-8 | sweeps: 60000 | flat time: 0.034048s
Sat May 29 09:47:06 2021 | f: 1+1E-6.622660/1+1E-8 | sweeps: 70000 | flat time: 0.039633s
Sat May 29 09:47:06 2021 | f: 1+1E-6.923690/1+1E-8 | sweeps: 30000 | flat time: 0.017094s
Sat May 29 09:47:06 2021 | f: 1+1E-7.224720/1+1E-8 | sweeps: 70000 | flat time: 0.039638s
Sat May 29 09:47:06 2021 | f: 1+1E-7.525750/1+1E-8 | sweeps: 50000 | flat time: 0.028152s
Sat May 29 09:47:07 2021 | f: 1+1E-7.826780/1+1E-8 | sweeps: 100000 | flat time: 0.056860s
