L: 4 | f_final: 1+1E-8 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 09:47:37 2021 | f: 1+1E0.235094/1+1E-8 | sweeps: 10000 | flat time: 0.005614s
Sat May 29 09:47:37 2021 | f: 1+1E-0.187942/1+1E-8 | sweeps: 10000 | flat time: 0.005701s
Sat May 29 09:47:37 2021 | f: 1+1E-0.546643/1+1E-8 | sweeps: 10000 | flat time: 0.005787s
Sat May 29 09:47:37 2021 | f: 1+1E-0.875664/1+1E-8 | sweeps: 10000 | flat time: 0.005749s
Sat May 29 09:47:37 2021 | f: 1+1E-1.190478/1+1E-8 | sweeps: 20000 | flat time: 0.011642s
Sat May 29 09:47:37 2021 | f: 1+1E-1.498346/1+1E-8 | sweeps: 20000 | flat time: 0.011443s
Sat May 29 09:47:37 2021 | f: 1+1E-1.802783/1+1E-8 | sweeps: 30000 | flat time: 0.017164s
Sat May 29 09:47:37 2021 | f: 1+1E-2.105512/1+1E-8 | sweeps: 20000 | flat time: 0.011607s
Sat May 29 09:47:37 2021 | f: 1+1E-2.407391/1+1E-8 | sweeps: 40000 | flat time: 0.023158s
Sat May 29 09:47:37 2021 | f: 1+1E-2.708846/1+1E-8 | sweeps: 30000 | flat time: 0.017326s
Sat May 29 09:47:37 2021 | f: 1+1E-3.010088/1+1E-8 | sweeps: 100000 | flat time: 0.058031s
Sat May 29 09:47:37 2021 | f: 1+1E-3.311224/1+1E-8 | sweeps: 30000 | flat time: 0.017306s
Sat May 29 09:47:37 2021 | f: 1+1E-3.612307/1+1E-8 | sweeps: 50000 | flat time: 0.028943s
Sat May 29 09:47:37 2021 | f: 1+1E-3.913363/1+1E-8 | sweeps: 60000 | flat time: 0.034670s
Sat May 29 09:47:37 2021 | f: 1+1E-4.214407/1+1E-8 | sweeps: 70000 | flat time: 0.040470s
Sat May 29 09:47:37 2021 | f: 1+1E-4.515443/1+1E-8 | sweeps: 60000 | flat time: 0.034731s
Sat May 29 09:47:37 2021 | f: 1+1E-4.816477/1+1E-8 | sweeps: 160000 | flat time: 0.092248s
Sat May 29 09:47:37 2021 | f: 1+1E-5.117508/1+1E-8 | sweeps: 80000 | flat time: 0.046361s
Sat May 29 09:47:37 2021 | f: 1+1E-5.418539/1+1E-8 | sweeps: 50000 | flat time: 0.028971s
Sat May 29 09:47:37 2021 | f: 1+1E-5.719570/1+1E-8 | sweeps: 50000 | flat time: 0.028680s
Sat May 29 09:47:37 2021 | f: 1+1E-6.020600/1+1E-8 | sweeps: 70000 | flat time: 0.040501s
Sat May 29 09:47:37 2021 | f: 1+1E-6.321630/1+1E-8 | sweeps: 70000 | flat time: 0.039951s
Sat May 29 09:47:37 2021 | f: 1+1E-6.622660/1+1E-8 | sweeps: 50000 | flat time: 0.028460s
Sat May 29 09:47:37 2021 | f: 1+1E-6.923690/1+1E-8 | sweeps: 50000 | flat time: 0.028403s
Sat May 29 09:47:37 2021 | f: 1+1E-7.224720/1+1E-8 | sweeps: 40000 | flat time: 0.022732s
Sat May 29 09:47:37 2021 | f: 1+1E-7.525750/1+1E-8 | sweeps: 70000 | flat time: 0.039862s
Sat May 29 09:47:37 2021 | f: 1+1E-7.826780/1+1E-8 | sweeps: 60000 | flat time: 0.034035s
