f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-8 0.005640 10000 118 125.000000
1+1E-0.187942 1+1E-8 0.005700 10000 119 125.000000
1+1E-0.546643 1+1E-8 0.005858 10000 120 125.000000
1+1E-0.875664 1+1E-8 0.005826 10000 117 125.000000
1+1E-1.190478 1+1E-8 0.005758 10000 114 125.000000
1+1E-1.498346 1+1E-8 0.011490 20000 232 250.000000
1+1E-1.802783 1+1E-8 0.011508 20000 229 250.000000
1+1E-2.105512 1+1E-8 0.022868 40000 458 500.000000
1+1E-2.407391 1+1E-8 0.017250 30000 342 375.000000
1+1E-2.708846 1+1E-8 0.022865 40000 459 500.000000
1+1E-3.010088 1+1E-8 0.034037 60000 675 750.000000
1+1E-3.311224 1+1E-8 0.022862 40000 451 500.000000
1+1E-3.612307 1+1E-8 0.022705 40000 452 500.000000
1+1E-3.913363 1+1E-8 0.039771 70000 796 875.000000
1+1E-4.214407 1+1E-8 0.051129 90000 1027 1125.000000
1+1E-4.515443 1+1E-8 0.034155 60000 699 750.000000
1+1E-4.816477 1+1E-8 0.022886 40000 450 500.000000
1+1E-5.117508 1+1E-8 0.034255 60000 683 750.000000
1+1E-5.418539 1+1E-8 0.045586 80000 907 1000.000000
1+1E-5.719570 1+1E-8 0.051274 90000 1024 1125.000000
1+1E-6.020600 1+1E-8 0.062896 110000 1257 1375.000000
1+1E-6.321630 1+1E-8 0.051528 90000 1014 1125.000000
1+1E-6.622660 1+1E-8 0.069601 120000 1355 1500.000000
1+1E-6.923690 1+1E-8 0.040324 70000 792 875.000000
1+1E-7.224720 1+1E-8 0.034423 60000 680 750.000000
1+1E-7.525750 1+1E-8 0.034349 60000 675 750.000000
1+1E-7.826780 1+1E-8 0.051541 90000 1030 1125.000000
0.818291
