q q_max q_time hits q_time/hits 
1 127 0.178158 1 0.178158
2 127 0.252782 2 0.126391
3 127 0.377191 3 0.125730
4 127 0.639060 5 0.127812
5 127 0.769666 6 0.128278
6 127 1.031645 8 0.128956
7 127 1.116620 9 0.124069
8 127 1.503985 11 0.136726
9 127 1.719623 13 0.132279
10 127 1.901654 14 0.135832
11 127 2.366620 16 0.147914
12 127 2.278088 18 0.126560
13 127 3.000752 19 0.157934
14 127 3.073775 21 0.146370
15 127 3.213028 23 0.139697
16 127 3.608443 25 0.144338
17 127 3.396673 26 0.130641
18 127 3.613613 28 0.129058
19 127 3.823333 30 0.127444
20 127 5.563457 32 0.173858
21 127 4.635521 33 0.140470
22 127 5.367562 35 0.153359
23 127 5.361671 37 0.144910
24 127 6.989075 39 0.179207
25 127 10.324372 41 0.251814
26 127 6.210100 42 0.147860
27 127 6.304241 44 0.143278
28 127 9.950623 46 0.216318
29 127 7.848115 48 0.163502
30 127 11.512439 50 0.230249
31 127 8.203106 51 0.160845
32 127 8.377724 53 0.158070
33 127 11.674933 55 0.212272
34 127 8.645417 57 0.151674
35 127 16.918797 59 0.286759
36 127 32.873394 61 0.538908
37 127 10.232323 62 0.165037
38 127 10.207689 64 0.159495
39 127 13.775838 66 0.208725
40 127 15.808123 68 0.232472
41 127 24.852730 70 0.355039
42 127 45.471038 72 0.631542
43 127 14.273307 73 0.195525
44 127 11.379853 75 0.151731
45 127 15.288265 77 0.198549
46 127 24.928299 79 0.315548
47 127 32.175987 81 0.397234
48 127 20.056432 83 0.241644
49 127 25.045365 85 0.294651
50 127 13.715792 86 0.159486
51 127 18.507090 88 0.210308
52 127 20.563281 90 0.228481
53 127 34.708762 92 0.377269
54 127 50.564317 94 0.537918
55 127 59.289731 96 0.617601
56 127 23.165839 98 0.236386
57 127 20.735165 99 0.209446
58 127 24.106325 101 0.238676
59 127 22.774124 103 0.221108
60 127 32.804348 105 0.312422
61 127 37.497388 107 0.350443
62 127 42.857368 109 0.393187
63 127 92.457857 111 0.832954
64 127 28.382734 113 0.251175
65 127 25.657048 114 0.225062
66 127 23.753320 116 0.204770
67 127 40.832130 118 0.346035
68 127 40.937228 120 0.341144
69 127 64.276513 122 0.526857
70 127 120.804716 124 0.974232
71 127 67.417189 126 0.535057
72 127 116.008817 128 0.906319
73 127 121.853113 130 0.937332
74 127 110.363786 132 0.836089
75 127 57.178540 134 0.426706
76 127 58.753413 136 0.432010
77 127 41.863196 138 0.303356
78 127 127.519772 140 0.910856
79 127 47.529044 142 0.334712
80 127 67.089583 144 0.465900
81 127 73.826210 146 0.505659
82 127 62.065737 148 0.419363
83 127 60.444220 150 0.402961
84 127 57.218726 152 0.376439
85 127 63.949116 154 0.415254
86 127 55.839604 156 0.357946
87 127 45.746350 158 0.289534
88 127 37.123692 160 0.232023
89 127 51.552091 162 0.318223
90 127 39.221712 164 0.239157
91 127 47.605463 166 0.286780
92 127 45.400649 168 0.270242
93 127 62.978426 170 0.370461
94 127 38.889591 172 0.226102
95 127 85.980108 174 0.494139
96 127 109.331794 176 0.621203
97 127 60.585594 178 0.340369
98 127 60.894934 180 0.338305
99 127 47.913750 182 0.263262
100 127 48.707800 184 0.264716
101 127 51.503307 186 0.276900
102 127 49.962234 188 0.265757
103 127 65.040065 190 0.342316
104 127 43.283434 192 0.225435
105 127 63.497777 194 0.327308
106 127 46.302783 196 0.236239
107 127 56.009269 198 0.282875
108 127 88.481410 200 0.442407
109 127 48.568975 202 0.240440
110 127 52.267172 204 0.256212
111 127 45.333800 206 0.220067
112 127 113.631103 208 0.546303
113 127 55.171924 210 0.262723
114 127 70.637191 212 0.333194
115 127 55.687518 214 0.260222
116 127 58.788698 216 0.272170
117 127 45.877143 218 0.210446
118 127 63.833452 220 0.290152
119 127 69.870044 222 0.314730
120 127 70.900790 224 0.316521
121 127 62.846056 226 0.278080
122 127 48.397351 228 0.212269
123 127 74.747774 230 0.324990
124 127 54.048723 232 0.232969
125 127 58.645787 234 0.250623
126 127 79.242374 236 0.335773
127 127 86.069277 237 0.363162
4956.03
