q q_max q_time hits q_time/hits k 
1 31 0.011987 1 0.011987 63937
2 31 0.014224 2 0.007112 128769
3 31 0.021128 3 0.007043 200961
4 31 0.035457 5 0.007091 324225
5 31 0.045149 6 0.007525 401921
6 31 0.061327 8 0.007666 539265
7 31 0.070629 9 0.007848 613249
8 31 0.095110 11 0.008646 820545
9 31 0.115196 13 0.008861 968257
10 31 0.117866 14 0.008419 961601
11 31 0.137132 16 0.008571 1115777
12 31 0.204010 18 0.011334 1683841
13 31 0.195728 19 0.010301 1567425
14 31 0.182914 21 0.008710 1432321
15 31 0.200881 23 0.008734 1571009
16 31 0.233033 25 0.009321 1792193
17 31 0.241148 26 0.009275 1786177
18 31 0.344946 28 0.012319 2602369
19 31 0.279604 30 0.009320 2055809
20 31 0.310870 32 0.009715 2333057
21 31 0.430138 34 0.012651 3222913
22 31 0.347302 36 0.009647 2489281
23 31 0.370125 38 0.009740 2672641
24 31 0.628496 40 0.015712 4628161
25 31 0.462434 42 0.011010 3359489
26 31 0.503890 44 0.011452 3500161
27 31 0.460214 46 0.010005 3267841
28 31 0.503538 48 0.010490 3513089
29 31 0.544992 50 0.010900 3734465
30 31 0.547929 52 0.010537 3788033
31 31 0.587334 53 0.011082 3944257
8.305
