q q_max q_time hits q_time/hits k 
1 31 0.013027 1 0.013027 63937
2 31 0.013877 2 0.006938 128961
3 31 0.020729 3 0.006910 194113
4 31 0.038548 5 0.007710 351425
5 31 0.047447 6 0.007908 416769
6 31 0.062570 8 0.007821 540865
7 31 0.073395 9 0.008155 605505
8 31 0.122151 11 0.011105 758017
9 31 0.107340 13 0.008257 871041
10 31 0.119494 14 0.008535 955905
11 31 0.147046 16 0.009190 1163841
12 31 0.160875 18 0.008937 1258177
13 31 0.170413 19 0.008969 1317505
14 31 0.187601 21 0.008933 1428737
15 31 0.205914 23 0.008953 1577409
16 31 0.477996 25 0.019120 3746113
17 31 0.247242 26 0.009509 1846145
18 31 0.347761 28 0.012420 2589377
19 31 0.284084 30 0.009469 2093185
20 31 0.443930 32 0.013873 3268097
21 31 0.352906 34 0.010380 2529985
22 31 0.354594 36 0.009850 2500865
23 31 0.373656 38 0.009833 2667201
24 31 0.537262 40 0.013432 3866817
25 31 0.505748 42 0.012042 3396993
26 31 0.598854 44 0.013610 4083201
27 31 0.482041 46 0.010479 3297601
28 31 0.487844 48 0.010163 3352833
29 31 0.546306 50 0.010926 3649729
30 31 0.598883 52 0.011517 4012993
31 31 0.543773 53 0.010260 3787521
8.67356
