q q_max q_time hits q_time/hits k 
1 31 0.012652 1 0.012652 63937
2 31 0.013586 2 0.006793 127937
3 31 0.020641 3 0.006880 194241
4 31 0.037348 5 0.007470 342465
5 31 0.044587 6 0.007431 397249
6 31 0.064935 8 0.008117 575041
7 31 0.072699 9 0.008078 630017
8 31 0.098120 11 0.008920 844289
9 31 0.107131 13 0.008241 890305
10 31 0.126409 14 0.009029 1039425
11 31 0.142981 16 0.008936 1159617
12 31 0.158492 18 0.008805 1256961
13 31 0.166774 19 0.008778 1313601
14 31 0.187576 21 0.008932 1464961
15 31 0.233606 23 0.010157 1823361
16 31 0.245307 25 0.009812 1893377
17 31 0.237490 26 0.009134 1783681
18 31 0.267322 28 0.009547 1991041
19 31 0.282390 30 0.009413 2095233
20 31 0.461021 32 0.014407 3517825
21 31 0.332943 34 0.009792 2434305
22 31 0.356141 36 0.009893 2556929
23 31 0.367974 38 0.009684 2604673
24 31 0.602417 40 0.015060 4437825
25 31 0.432693 42 0.010302 3020417
26 31 0.671093 44 0.015252 4699457
27 31 0.507582 46 0.011034 3508801
28 31 0.550402 48 0.011467 3746369
29 31 0.539352 50 0.010787 3737921
30 31 0.535927 52 0.010306 3676481
31 31 0.534614 53 0.010087 3700801
8.41247
