q q_max q_time hits q_time/hits k 
1 31 0.013063 1 0.013063 63937
2 31 0.014788 2 0.007394 134849
3 31 0.020291 3 0.006764 193473
4 31 0.036051 5 0.007210 333185
5 31 0.045411 6 0.007568 408193
6 31 0.060962 8 0.007620 537409
7 31 0.070783 9 0.007865 617281
8 31 0.093204 11 0.008473 804353
9 31 0.110143 13 0.008473 921217
10 31 0.113878 14 0.008134 939329
11 31 0.139803 16 0.008738 1133377
12 31 0.155375 18 0.008632 1246849
13 31 0.166746 19 0.008776 1320705
14 31 0.183871 21 0.008756 1445953
15 31 0.208030 23 0.009045 1605697
16 31 0.351769 25 0.014071 2756161
17 31 0.260421 26 0.010016 1973441
18 31 0.269842 28 0.009637 2024129
19 31 0.326337 30 0.010878 2434817
20 31 0.311042 32 0.009720 2288897
21 31 0.374605 34 0.011018 2755905
22 31 0.680201 36 0.018894 5148225
23 31 0.383231 38 0.010085 2746241
24 31 0.415581 40 0.010390 3054977
25 31 0.432104 42 0.010288 3065729
26 31 0.486683 44 0.011061 3359617
27 31 0.561399 46 0.012204 4005057
28 31 0.695810 48 0.014496 4862593
29 31 0.532171 50 0.010643 3669953
30 31 0.546537 52 0.010510 3876417
31 31 0.751808 53 0.014185 5223937
8.81212
