q q_max q_time hits q_time/hits k 
1 31 0.013190 1 0.013190 63937
2 31 0.013249 2 0.006624 128385
3 31 0.019492 3 0.006497 194753
4 31 0.033694 5 0.006739 326977
5 31 0.043572 6 0.007262 412481
6 31 0.059134 8 0.007392 551169
7 31 0.066814 9 0.007424 611457
8 31 0.083957 11 0.007632 756289
9 31 0.103242 13 0.007942 910401
10 31 0.107926 14 0.007709 937025
11 31 0.135922 16 0.008495 1170817
12 31 0.144946 18 0.008053 1222401
13 31 0.194821 19 0.010254 1647745
14 31 0.180251 21 0.008583 1508289
15 31 0.216141 23 0.009397 1774337
16 31 0.252603 25 0.010104 2060417
17 31 0.277137 26 0.010659 2218113
18 31 0.348915 28 0.012461 2813633
19 31 0.270768 30 0.009026 2095681
20 31 0.440690 32 0.013772 3522817
21 31 0.357503 34 0.010515 2782337
22 31 0.337111 36 0.009364 2569857
23 31 0.359468 38 0.009460 2711105
24 31 0.422134 40 0.010553 3218369
25 31 0.436074 42 0.010383 3255297
26 31 0.434437 44 0.009874 3228481
27 31 0.475247 46 0.010331 3461569
28 31 0.555548 48 0.011574 4001985
29 31 0.607620 50 0.012152 4438273
30 31 0.575728 52 0.011072 4024897
31 31 0.604099 53 0.011398 4354625
8.17163
