q q_max q_time hits q_time/hits k 
1 31 0.012576 1 0.012576 63937
2 31 0.014195 2 0.007097 132097
3 31 0.021951 3 0.007317 207553
4 31 0.035862 5 0.007172 327041
5 31 0.045633 6 0.007606 406081
6 31 0.062003 8 0.007750 545985
7 31 0.073809 9 0.008201 642817
8 31 0.087805 11 0.007982 747969
9 31 0.106141 13 0.008165 880961
10 31 0.116599 14 0.008328 955777
11 31 0.153239 16 0.009577 1246593
12 31 0.185036 18 0.010280 1491777
13 31 0.165652 19 0.008719 1305153
14 31 0.183481 21 0.008737 1423041
15 31 0.203599 23 0.008852 1561601
16 31 0.242880 25 0.009715 1893057
17 31 0.235172 26 0.009045 1771649
18 31 0.260948 28 0.009320 1951873
19 31 0.290962 30 0.009699 2160001
20 31 0.317059 32 0.009908 2316673
21 31 0.345233 34 0.010154 2499585
22 31 0.402667 36 0.011185 2985409
23 31 0.506907 38 0.013340 3707521
24 31 0.428147 40 0.010704 3083009
25 31 0.432650 42 0.010301 3144961
26 31 0.506409 44 0.011509 3559617
27 31 0.461028 46 0.010022 3172609
28 31 0.649103 48 0.013523 4518209
29 31 0.514108 50 0.010282 3499265
30 31 0.521721 52 0.010033 3623745
31 31 0.540806 53 0.010204 3739841
8.12357
