q q_max q_time hits q_time/hits k 
1 31 0.012849 1 0.012849 63937
2 31 0.015089 2 0.007544 131073
3 31 0.020835 3 0.006945 196865
4 31 0.037300 5 0.007460 342849
5 31 0.050139 6 0.008356 456257
6 31 0.061563 8 0.007695 542465
7 31 0.071012 9 0.007890 611905
8 31 0.097883 11 0.008898 843585
9 31 0.109845 13 0.008450 918145
10 31 0.118927 14 0.008495 980801
11 31 0.136048 16 0.008503 1099969
12 31 0.162989 18 0.009055 1318657
13 31 0.170506 19 0.008974 1337921
14 31 0.184083 21 0.008766 1442369
15 31 0.231436 23 0.010062 1798529
16 31 0.269499 25 0.010780 2114497
17 31 0.266323 26 0.010243 2004161
18 31 0.284590 28 0.010164 2126209
19 31 0.311198 30 0.010373 2182785
20 31 0.377642 32 0.011801 2779649
21 31 0.375027 34 0.011030 2738945
22 31 0.352990 36 0.009805 2578305
23 31 0.551755 38 0.014520 4067649
24 31 0.404545 40 0.010114 2896577
25 31 0.447381 42 0.010652 3166657
26 31 0.469084 44 0.010661 3302145
27 31 0.451817 46 0.009822 3210561
28 31 0.610279 48 0.012714 4229441
29 31 0.599511 50 0.011990 4161921
30 31 0.539620 52 0.010377 3737601
31 31 0.531308 53 0.010025 3672577
8.32333
