q q_max q_time hits q_time/hits k 
1 31 0.012597 1 0.012597 63937
2 31 0.013555 2 0.006777 128577
3 31 0.020545 3 0.006848 194241
4 31 0.036864 5 0.007373 337345
5 31 0.046688 6 0.007781 420737
6 31 0.059763 8 0.007470 524161
7 31 0.071312 9 0.007924 617729
8 31 0.088226 11 0.008021 750849
9 31 0.158251 13 0.012173 1365249
10 31 0.118186 14 0.008442 972993
11 31 0.132123 16 0.008258 1066113
12 31 0.172380 18 0.009577 1389185
13 31 0.168199 19 0.008853 1338305
14 31 0.196174 21 0.009342 1556737
15 31 0.209663 23 0.009116 1633025
16 31 0.241525 25 0.009661 1857921
17 31 0.241439 26 0.009286 1816001
18 31 0.285978 28 0.010214 2146945
19 31 0.304135 30 0.010138 2266305
20 31 0.313753 32 0.009805 2311105
21 31 0.370474 34 0.010896 2759489
22 31 0.650964 36 0.018082 4886849
23 31 0.385472 38 0.010144 2754817
24 31 0.471811 40 0.011795 3487553
25 31 0.409539 42 0.009751 2944065
26 31 0.450887 44 0.010247 3210177
27 31 0.472303 46 0.010267 3260993
28 31 0.512170 48 0.010670 3532161
29 31 0.514231 50 0.010285 3573697
30 31 0.645166 52 0.012407 4487809
31 31 0.528046 53 0.009963 3676161
8.3026
