q q_max q_time hits q_time/hits k 
1 31 0.012160 1 0.012160 63937
2 31 0.013649 2 0.006824 127873
3 31 0.020680 3 0.006893 193089
4 31 0.036847 5 0.007369 332545
5 31 0.045560 6 0.007593 401793
6 31 0.061673 8 0.007709 536769
7 31 0.074802 9 0.008311 643137
8 31 0.088278 11 0.008025 740545
9 31 0.111048 13 0.008542 918465
10 31 0.117733 14 0.008409 954497
11 31 0.137781 16 0.008611 1101185
12 31 0.162407 18 0.009023 1281729
13 31 0.165701 19 0.008721 1291265
14 31 0.188717 21 0.008987 1458817
15 31 0.303124 23 0.013179 2381313
16 31 0.226102 25 0.009044 1721025
17 31 0.238508 26 0.009173 1784321
18 31 0.364546 28 0.013019 2774977
19 31 0.285546 30 0.009518 2093057
20 31 0.409108 32 0.012785 3057473
21 31 0.414659 34 0.012196 3070465
22 31 0.359780 36 0.009994 2574017
23 31 0.459510 38 0.012092 3298817
24 31 0.469144 40 0.011729 3371201
25 31 0.435863 42 0.010378 3063809
26 31 0.520075 44 0.011820 3606593
27 31 0.544788 46 0.011843 3766593
28 31 0.517691 48 0.010785 3425921
29 31 0.578359 50 0.011567 3925121
30 31 0.550121 52 0.010579 3655553
31 31 0.551440 53 0.010405 3794817
8.46558
