q q_max q_time hits q_time/hits k 
1 31 0.012593 1 0.012593 63937
2 31 0.014539 2 0.007269 129921
3 31 0.021542 3 0.007181 205633
4 31 0.035358 5 0.007072 325569
5 31 0.046055 6 0.007676 410561
6 31 0.060363 8 0.007545 529601
7 31 0.070392 9 0.007821 605953
8 31 0.100576 11 0.009143 868545
9 31 0.117225 13 0.009017 985409
10 31 0.115426 14 0.008245 944001
11 31 0.137657 16 0.008604 1118273
12 31 0.157513 18 0.008751 1263873
13 31 0.163239 19 0.008592 1286977
14 31 0.215725 21 0.010273 1716545
15 31 0.274605 23 0.011939 2175297
16 31 0.232466 25 0.009299 1797121
17 31 0.252167 26 0.009699 1890945
18 31 0.260742 28 0.009312 1948161
19 31 0.282620 30 0.009421 2099073
20 31 0.339366 32 0.010605 2514049
21 31 0.340267 34 0.010008 2523137
22 31 0.369268 36 0.010257 2676865
23 31 0.369732 38 0.009730 2633217
24 31 0.492234 40 0.012306 3651521
25 31 0.532809 42 0.012686 3900737
26 31 0.446650 44 0.010151 3212865
27 31 0.513623 46 0.011166 3631809
28 31 0.554377 48 0.011550 3786177
29 31 0.639454 50 0.012789 4492481
30 31 0.610186 52 0.011734 4283393
31 31 0.586924 53 0.011074 4129921
8.36586
