q q_max q_time hits q_time/hits k 
1 31 0.013438 1 0.013438 63937
2 31 0.014191 2 0.007095 133057
3 31 0.021041 3 0.007014 200065
4 31 0.037307 5 0.007461 347201
5 31 0.044424 6 0.007404 399425
6 31 0.062026 8 0.007753 552961
7 31 0.074215 9 0.008246 649089
8 31 0.086790 11 0.007890 738113
9 31 0.105372 13 0.008106 877569
10 31 0.114065 14 0.008148 936385
11 31 0.135558 16 0.008472 1095553
12 31 0.157022 18 0.008723 1259457
13 31 0.162573 19 0.008556 1288705
14 31 0.184822 21 0.008801 1441089
15 31 0.212984 23 0.009260 1655489
16 31 0.342140 25 0.013686 2703873
17 31 0.237061 26 0.009118 1797825
18 31 0.269797 28 0.009636 2034881
19 31 0.291041 30 0.009701 2177665
20 31 0.335558 32 0.010486 2502529
21 31 0.351853 34 0.010349 2601409
22 31 0.379310 36 0.010536 2738817
23 31 0.416868 38 0.010970 3063297
24 31 0.380982 40 0.009525 2754561
25 31 0.420152 42 0.010004 2957697
26 31 0.471008 44 0.010705 3364033
27 31 0.459755 46 0.009995 3238401
28 31 0.640649 48 0.013347 4421825
29 31 0.628537 50 0.012571 4362561
30 31 0.552959 52 0.010634 3825665
31 31 0.554030 53 0.010453 3831297
8.15775
