q q_max q_time hits q_time/hits k 
1 31 0.012451 1 0.012451 63937
2 31 0.015632 2 0.007816 132801
3 31 0.020479 3 0.006826 193601
4 31 0.035697 5 0.007139 329345
5 31 0.046536 6 0.007756 417793
6 31 0.059958 8 0.007495 527361
7 31 0.071250 9 0.007917 614209
8 31 0.095313 11 0.008665 821377
9 31 0.105253 13 0.008096 878913
10 31 0.115479 14 0.008249 947393
11 31 0.132483 16 0.008280 1072449
12 31 0.158214 18 0.008790 1264449
13 31 0.164665 19 0.008667 1307585
14 31 0.183895 21 0.008757 1435265
15 31 0.222487 23 0.009673 1720129
16 31 0.309736 25 0.012389 2413249
17 31 0.239551 26 0.009213 1804161
18 31 0.298909 28 0.010675 2280577
19 31 0.306189 30 0.010206 2304065
20 31 0.347323 32 0.010854 2563265
21 31 0.344796 34 0.010141 2523457
22 31 0.343624 36 0.009545 2491521
23 31 0.366809 38 0.009653 2627329
24 31 0.386739 40 0.009668 2782721
25 31 0.415176 42 0.009885 2961537
26 31 0.458797 44 0.010427 3163521
27 31 0.461225 46 0.010027 3289985
28 31 0.502507 48 0.010469 3408641
29 31 0.616444 50 0.012329 4248129
30 31 0.584100 52 0.011233 4133121
31 31 0.811060 53 0.015303 5672385
8.23296
