q q_max q_time hits q_time/hits k 
1 31 0.012636 1 0.012636 63937
2 31 0.015081 2 0.007540 130369
3 31 0.021397 3 0.007132 201985
4 31 0.036189 5 0.007238 331393
5 31 0.045175 6 0.007529 402433
6 31 0.064456 8 0.008057 569985
7 31 0.078441 9 0.008716 686977
8 31 0.089486 11 0.008135 765057
9 31 0.105138 13 0.008088 871937
10 31 0.113764 14 0.008126 929281
11 31 0.137702 16 0.008606 1114241
12 31 0.166168 18 0.009232 1326913
13 31 0.163260 19 0.008593 1283649
14 31 0.232002 21 0.011048 1831553
15 31 0.241308 23 0.010492 1904001
16 31 0.266924 25 0.010677 2088385
17 31 0.244719 26 0.009412 1846401
18 31 0.311660 28 0.011131 2360961
19 31 0.385770 30 0.012859 2889793
20 31 0.316404 32 0.009888 2345985
21 31 0.335360 34 0.009864 2459393
22 31 0.401394 36 0.011150 2950465
23 31 0.660101 38 0.017371 4941697
24 31 0.386353 40 0.009659 2753409
25 31 0.449682 42 0.010707 3183937
26 31 0.439512 44 0.009989 3078977
27 31 0.504100 46 0.010959 3359809
28 31 0.484161 48 0.010087 3397633
29 31 0.539223 50 0.010784 3733313
30 31 0.583335 52 0.011218 3933633
31 31 0.555360 53 0.010478 3778945
8.38644
