q q_max q_time hits q_time/hits k 
1 31 0.013021 1 0.013021 63937
2 31 0.013648 2 0.006824 128513
3 31 0.020616 3 0.006872 194561
4 31 0.036565 5 0.007313 335809
5 31 0.047042 6 0.007840 423617
6 31 0.060844 8 0.007605 537537
7 31 0.072365 9 0.008041 631105
8 31 0.090766 11 0.008251 775297
9 31 0.108671 13 0.008359 902145
10 31 0.119698 14 0.008550 987649
11 31 0.169696 16 0.010606 1394561
12 31 0.163259 18 0.009070 1313537
13 31 0.165627 19 0.008717 1310849
14 31 0.203077 21 0.009670 1592193
15 31 0.207550 23 0.009024 1619009
16 31 0.281868 25 0.011275 2197761
17 31 0.285076 26 0.010964 2152897
18 31 0.256560 28 0.009163 1914689
19 31 0.290072 30 0.009669 2164545
20 31 0.303571 32 0.009487 2207617
21 31 0.334974 34 0.009852 2419457
22 31 0.375827 36 0.010440 2768257
23 31 0.407684 38 0.010729 2972737
24 31 0.474246 40 0.011856 3454849
25 31 0.544465 42 0.012963 3792897
26 31 0.585546 44 0.013308 4118593
27 31 0.498735 46 0.010842 3416897
28 31 0.491006 48 0.010229 3466497
29 31 0.582196 50 0.011644 3998145
30 31 0.549300 52 0.010563 3850049
31 31 0.569972 53 0.010754 3856833
8.3238
