q q_max q_time hits q_time/hits k 
1 31 0.012992 1 0.012992 63937
2 31 0.015526 2 0.007763 129281
3 31 0.020753 3 0.006918 193537
4 31 0.037316 5 0.007463 338241
5 31 0.045944 6 0.007657 403905
6 31 0.064029 8 0.008004 561409
7 31 0.071992 9 0.007999 618753
8 31 0.090570 11 0.008234 766849
9 31 0.153312 13 0.011793 1297345
10 31 0.116882 14 0.008349 954369
11 31 0.132584 16 0.008287 1071297
12 31 0.177123 18 0.009840 1422529
13 31 0.167625 19 0.008822 1317185
14 31 0.194546 21 0.009264 1521281
15 31 0.220341 23 0.009580 1723457
16 31 0.253340 25 0.010134 1954305
17 31 0.232446 26 0.008940 1755585
18 31 0.259144 28 0.009255 1947073
19 31 0.316795 30 0.010560 2412993
20 31 0.346106 32 0.010816 2574785
21 31 0.399415 34 0.011747 2984065
22 31 0.350566 36 0.009738 2588161
23 31 0.400871 38 0.010549 2901249
24 31 0.396002 40 0.009900 2857473
25 31 0.421760 42 0.010042 2998401
26 31 0.497604 44 0.011309 3513089
27 31 0.575422 46 0.012509 4023681
28 31 0.477576 48 0.009950 3395777
29 31 0.547582 50 0.010952 3820289
30 31 0.546466 52 0.010509 3743809
31 31 0.532499 53 0.010047 3705473
8.07532
