q q_max q_time hits q_time/hits k 
1 31 0.012821 1 0.012821 63937
2 31 0.014315 2 0.007157 130881
3 31 0.021055 3 0.007018 199041
4 31 0.035776 5 0.007155 327041
5 31 0.045338 6 0.007556 405889
6 31 0.060731 8 0.007591 530305
7 31 0.071924 9 0.007992 617601
8 31 0.088530 11 0.008048 753409
9 31 0.112841 13 0.008680 939713
10 31 0.127318 14 0.009094 1054145
11 31 0.134624 16 0.008414 1090049
12 31 0.160639 18 0.008924 1280193
13 31 0.166275 19 0.008751 1315713
14 31 0.209930 21 0.009997 1668225
15 31 0.205615 23 0.008940 1604801
16 31 0.223050 25 0.008922 1705153
17 31 0.250479 26 0.009634 1904321
18 31 0.280467 28 0.010017 2095617
19 31 0.277910 30 0.009264 2071041
20 31 0.406792 32 0.012712 3085505
21 31 0.359271 34 0.010567 2636609
22 31 0.361999 36 0.010056 2625601
23 31 0.428712 38 0.011282 3145409
24 31 0.422553 40 0.010564 3049345
25 31 0.466458 42 0.011106 3278529
26 31 0.471297 44 0.010711 3124353
27 31 0.473468 46 0.010293 3382017
28 31 0.489536 48 0.010199 3468225
29 31 0.567384 50 0.011348 3921537
30 31 0.532706 52 0.010244 3687169
31 31 0.563215 53 0.010627 3786817
8.04321
