q q_max q_time hits q_time/hits k 
1 31 0.012573 1 0.012573 63937
2 31 0.013628 2 0.006814 129601
3 31 0.021028 3 0.007009 200001
4 31 0.037768 5 0.007554 349313
5 31 0.045927 6 0.007654 409089
6 31 0.066282 8 0.008285 579649
7 31 0.073748 9 0.008194 633665
8 31 0.090972 11 0.008270 773377
9 31 0.116579 13 0.008968 975937
10 31 0.119617 14 0.008544 981505
11 31 0.146786 16 0.009174 1193665
12 31 0.160128 18 0.008896 1286273
13 31 0.172139 19 0.009060 1358721
14 31 0.208462 21 0.009927 1651777
15 31 0.215779 23 0.009382 1690305
16 31 0.255213 25 0.010209 1985793
17 31 0.239863 26 0.009225 1818689
18 31 0.263831 28 0.009423 1964545
19 31 0.293891 30 0.009796 2182081
20 31 0.312192 32 0.009756 2309441
21 31 0.325543 34 0.009575 2344065
22 31 0.487441 36 0.013540 3650753
23 31 0.415505 38 0.010934 3078785
24 31 0.526373 40 0.013159 3874753
25 31 0.431734 42 0.010279 3118913
26 31 0.519801 44 0.011814 3676289
27 31 0.458044 46 0.009957 3264257
28 31 0.883205 48 0.018400 6243393
29 31 0.504102 50 0.010082 3559361
30 31 0.610124 52 0.011733 4245633
31 31 0.553717 53 0.010447 3829569
8.58216
