q q_max q_time hits q_time/hits k 
1 31 0.013224 1 0.013224 63937
2 31 0.013627 2 0.006814 129345
3 31 0.020693 3 0.006898 196033
4 31 0.036659 5 0.007332 335809
5 31 0.045596 6 0.007599 407169
6 31 0.064644 8 0.008080 567489
7 31 0.071853 9 0.007984 620161
8 31 0.088172 11 0.008016 752769
9 31 0.106207 13 0.008170 883841
10 31 0.115881 14 0.008277 953857
11 31 0.133121 16 0.008320 1072449
12 31 0.156173 18 0.008676 1255553
13 31 0.164902 19 0.008679 1303233
14 31 0.180710 21 0.008605 1404673
15 31 0.258054 23 0.011220 2041473
16 31 0.347510 25 0.013900 2738689
17 31 0.236803 26 0.009108 1798145
18 31 0.271019 28 0.009679 2021441
19 31 0.293626 30 0.009788 2193153
20 31 0.392407 32 0.012263 2975361
21 31 0.380918 34 0.011203 2797249
22 31 0.352851 36 0.009801 2598017
23 31 0.420030 38 0.011053 3072577
24 31 0.402896 40 0.010072 2927425
25 31 0.431779 42 0.010280 3096961
26 31 0.574158 44 0.013049 4038721
27 31 0.453984 46 0.009869 3208449
28 31 0.504121 48 0.010503 3523265
29 31 0.524603 50 0.010492 3522497
30 31 0.712401 52 0.013700 4923201
31 31 0.580896 53 0.010960 3979073
8.34972
