q q_max q_time hits q_time/hits k 
1 31 0.012334 1 0.012334 63937
2 31 0.014509 2 0.007254 133825
3 31 0.021309 3 0.007103 200961
4 31 0.037191 5 0.007438 340161
5 31 0.044544 6 0.007424 394049
6 31 0.062865 8 0.007858 554753
7 31 0.072714 9 0.008079 632961
8 31 0.089343 11 0.008122 761857
9 31 0.105168 13 0.008090 877505
10 31 0.117905 14 0.008422 969793
11 31 0.138511 16 0.008657 1123137
12 31 0.186350 18 0.010353 1505409
13 31 0.162698 19 0.008563 1286017
14 31 0.235699 21 0.011224 1876673
15 31 0.217592 23 0.009461 1714817
16 31 0.246729 25 0.009869 1923713
17 31 0.288385 26 0.011092 2177089
18 31 0.272165 28 0.009720 2044737
19 31 0.281357 30 0.009379 2075073
20 31 0.301258 32 0.009414 2209473
21 31 0.337568 34 0.009928 2467201
22 31 0.358031 36 0.009945 2588097
23 31 0.408632 38 0.010753 2963009
24 31 0.479597 40 0.011990 3511361
25 31 0.411240 42 0.009791 2931585
26 31 0.444622 44 0.010105 3161409
27 31 0.514319 46 0.011181 3518593
28 31 0.648277 48 0.013506 4459201
29 31 0.508229 50 0.010165 3562753
30 31 0.569344 52 0.010949 3866305
31 31 0.535040 53 0.010095 3691969
8.1237
