q q_max q_time hits q_time/hits k 
1 31 0.012666 1 0.012666 63937
2 31 0.014411 2 0.007206 130433
3 31 0.020511 3 0.006837 195457
4 31 0.037522 5 0.007504 343489
5 31 0.044117 6 0.007353 393729
6 31 0.060743 8 0.007593 537345
7 31 0.069405 9 0.007712 601601
8 31 0.089677 11 0.008152 767489
9 31 0.117081 13 0.009006 987521
10 31 0.124225 14 0.008873 1027969
11 31 0.140382 16 0.008774 1141697
12 31 0.206890 18 0.011494 1685697
13 31 0.170944 19 0.008997 1359809
14 31 0.184108 21 0.008767 1438721
15 31 0.278109 23 0.012092 2199681
16 31 0.229904 25 0.009196 1761665
17 31 0.233007 26 0.008962 1756737
18 31 0.250766 28 0.008956 1865857
19 31 0.288171 30 0.009606 2135553
20 31 0.335681 32 0.010490 2491521
21 31 0.417393 34 0.012276 3130497
22 31 0.443930 36 0.012331 3257857
23 31 0.462819 38 0.012179 3322817
24 31 0.664858 40 0.016621 4930625
25 31 0.475120 42 0.011312 3464065
26 31 0.456698 44 0.010379 3178625
27 31 0.558748 46 0.012147 3925505
28 31 0.473785 48 0.009871 3387073
29 31 0.504147 50 0.010083 3498817
30 31 0.594661 52 0.011436 4112897
31 31 0.557397 53 0.010517 3906881
8.51807
