q q_max q_time hits q_time/hits k 
1 31 0.013561 1 0.013561 63937
2 31 0.013911 2 0.006955 133505
3 31 0.020200 3 0.006733 198273
4 31 0.035750 5 0.007150 339841
5 31 0.045686 6 0.007614 427201
6 31 0.061112 8 0.007639 560513
7 31 0.066163 9 0.007351 594241
8 31 0.085138 11 0.007740 749697
9 31 0.107635 13 0.008280 930433
10 31 0.112582 14 0.008042 951425
11 31 0.148440 16 0.009277 1244673
12 31 0.152413 18 0.008467 1257537
13 31 0.164264 19 0.008645 1337025
14 31 0.211234 21 0.010059 1711681
15 31 0.200192 23 0.008704 1590209
16 31 0.250224 25 0.010009 1977473
17 31 0.294085 26 0.011311 2305729
18 31 0.263091 28 0.009396 2018945
19 31 0.268607 30 0.008954 2048833
20 31 0.315992 32 0.009875 2378049
21 31 0.370153 34 0.010887 2828993
22 31 0.470149 36 0.013060 3536577
23 31 0.349513 38 0.009198 2615937
24 31 0.408692 40 0.010217 3083393
25 31 0.407157 42 0.009694 2949825
26 31 0.435683 44 0.009902 3188353
27 31 0.621686 46 0.013515 4400321
28 31 0.479477 48 0.009989 3390529
29 31 0.837278 50 0.016746 6001793
30 31 0.606427 52 0.011662 4234689
31 31 0.530884 53 0.010017 3852481
8.34756
