q q_max q_time hits q_time/hits k 
1 31 0.006176 1 0.006176 63937
2 31 0.016146 2 0.008073 131841
3 31 0.020679 3 0.006893 196481
4 31 0.037048 5 0.007410 341313
5 31 0.045173 6 0.007529 404865
6 31 0.059787 8 0.007473 527873
7 31 0.072779 9 0.008087 634753
8 31 0.095542 11 0.008686 822977
9 31 0.108341 13 0.008334 906369
10 31 0.118998 14 0.008500 981761
11 31 0.153230 16 0.009577 1250881
12 31 0.154700 18 0.008594 1237953
13 31 0.168550 19 0.008871 1334337
14 31 0.185408 21 0.008829 1449601
15 31 0.213023 23 0.009262 1651265
16 31 0.241437 25 0.009657 1863681
17 31 0.249710 26 0.009604 1902081
18 31 0.268829 28 0.009601 1984705
19 31 0.293150 30 0.009772 2167169
20 31 0.454356 32 0.014199 3408129
21 31 0.328773 34 0.009670 2404609
22 31 0.381172 36 0.010588 2766849
23 31 0.425836 38 0.011206 3007937
24 31 0.509322 40 0.012733 3766529
25 31 0.471583 42 0.011228 3418049
26 31 0.437778 44 0.009950 3137473
27 31 0.459054 46 0.009979 3279297
28 31 0.504993 48 0.010521 3505601
29 31 0.516740 50 0.010335 3554049
30 31 0.689158 52 0.013253 4763329
31 31 0.617643 53 0.011654 4173953
8.30528
