q q_max q_time hits q_time/hits k 
1 31 0.006335 1 0.006335 63937
2 31 0.015464 2 0.007732 129665
3 31 0.021112 3 0.007037 201537
4 31 0.036363 5 0.007273 335233
5 31 0.044812 6 0.007469 403649
6 31 0.061300 8 0.007663 539969
7 31 0.071795 9 0.007977 624129
8 31 0.086807 11 0.007892 735937
9 31 0.130329 13 0.010025 1106177
10 31 0.114176 14 0.008155 937601
11 31 0.145062 16 0.009066 1181825
12 31 0.160724 18 0.008929 1288321
13 31 0.174624 19 0.009191 1396353
14 31 0.185528 21 0.008835 1449281
15 31 0.215866 23 0.009385 1672065
16 31 0.239314 25 0.009573 1843521
17 31 0.250747 26 0.009644 1904321
18 31 0.304205 28 0.010864 2290945
19 31 0.349304 30 0.011643 2662017
20 31 0.342766 32 0.010711 2534145
21 31 0.357388 34 0.010511 2635329
22 31 0.348538 36 0.009682 2560577
23 31 0.412562 38 0.010857 3039105
24 31 0.392906 40 0.009823 2821185
25 31 0.429573 42 0.010228 3058497
26 31 0.443730 44 0.010085 3084545
27 31 0.502512 46 0.010924 3420993
28 31 0.479390 48 0.009987 3327553
29 31 0.543146 50 0.010863 3702785
30 31 0.551945 52 0.010614 3734849
31 31 0.642304 53 0.012119 4437761
8.06079
