q q_max q_time hits q_time/hits k 
1 31 0.009690 1 0.009690 63937
2 31 0.013282 2 0.006641 130497
3 31 0.020991 3 0.006997 198785
4 31 0.036440 5 0.007288 336321
5 31 0.044142 6 0.007357 394433
6 31 0.059999 8 0.007500 528129
7 31 0.070589 9 0.007843 612033
8 31 0.089412 11 0.008128 767425
9 31 0.108150 13 0.008319 903425
10 31 0.118423 14 0.008459 974657
11 31 0.139874 16 0.008742 1134785
12 31 0.162647 18 0.009036 1306945
13 31 0.163739 19 0.008618 1307073
14 31 0.196525 21 0.009358 1544705
15 31 0.203047 23 0.008828 1572545
16 31 0.225575 25 0.009023 1724609
17 31 0.242561 26 0.009329 1867649
18 31 0.268485 28 0.009589 1997761
19 31 0.368019 30 0.012267 2792065
20 31 0.484077 32 0.015127 3670401
21 31 0.357506 34 0.010515 2660673
22 31 0.414349 36 0.011510 3041217
23 31 0.464576 38 0.012226 3406017
24 31 0.413994 40 0.010350 2994945
25 31 0.410663 42 0.009778 2952961
26 31 0.448949 44 0.010203 3152513
27 31 0.463571 46 0.010078 3251201
28 31 0.498026 48 0.010376 3403777
29 31 0.599062 50 0.011981 4070977
30 31 0.683305 52 0.013140 4654465
31 31 0.558203 53 0.010532 3894721
8.33805
