q q_max q_time hits q_time/hits k 
1 31 0.006186 1 0.006186 63937
2 31 0.015295 2 0.007647 127937
3 31 0.021123 3 0.007041 200705
4 31 0.035733 5 0.007147 328065
5 31 0.044776 6 0.007463 401153
6 31 0.062419 8 0.007802 552449
7 31 0.068777 9 0.007642 595841
8 31 0.091927 11 0.008357 786689
9 31 0.105471 13 0.008113 880257
10 31 0.126983 14 0.009070 1051585
11 31 0.156690 16 0.009793 1281921
12 31 0.167820 18 0.009323 1345857
13 31 0.171825 19 0.009043 1361601
14 31 0.186902 21 0.008900 1459649
15 31 0.207044 23 0.009002 1601857
16 31 0.233456 25 0.009338 1795969
17 31 0.233522 26 0.008982 1764417
18 31 0.282152 28 0.010077 2107329
19 31 0.297970 30 0.009932 2232961
20 31 0.327537 32 0.010236 2398145
21 31 0.326322 34 0.009598 2422209
22 31 0.464558 36 0.012904 3414785
23 31 0.393123 38 0.010345 2897857
24 31 0.563416 40 0.014085 4205441
25 31 0.447419 42 0.010653 3189377
26 31 0.484922 44 0.011021 3448257
27 31 0.511937 46 0.011129 3526977
28 31 0.494672 48 0.010306 3410881
29 31 0.498354 50 0.009967 3452929
30 31 0.575451 52 0.011066 3947585
31 31 0.537184 53 0.010136 3752449
8.14113
