q q_max q_time hits q_time/hits k 
1 31 0.012769 1 0.012769 63937
2 31 0.014422 2 0.007211 129857
3 31 0.020951 3 0.006984 196737
4 31 0.035868 5 0.007174 329153
5 31 0.045170 6 0.007528 402945
6 31 0.059186 8 0.007398 522433
7 31 0.070613 9 0.007846 614145
8 31 0.090345 11 0.008213 769217
9 31 0.105775 13 0.008137 880641
10 31 0.126701 14 0.009050 1051073
11 31 0.137627 16 0.008602 1118273
12 31 0.180434 18 0.010024 1461121
13 31 0.181342 19 0.009544 1444289
14 31 0.182994 21 0.008714 1439809
15 31 0.206090 23 0.008960 1591361
16 31 0.256701 25 0.010268 2000577
17 31 0.245815 26 0.009454 1852737
18 31 0.276508 28 0.009875 2099841
19 31 0.340634 30 0.011354 2570625
20 31 0.537286 32 0.016790 4081857
21 31 0.538364 34 0.015834 4068289
22 31 0.651176 36 0.018088 4947393
23 31 0.371331 38 0.009772 2673985
24 31 0.421470 40 0.010537 3050881
25 31 0.427367 42 0.010175 2991425
26 31 0.428746 44 0.009744 3008513
27 31 0.512992 46 0.011152 3531521
28 31 0.496882 48 0.010352 3500225
29 31 0.513140 50 0.010263 3571521
30 31 0.683815 52 0.013150 4737665
31 31 0.584000 53 0.011019 4006145
8.75669
