q q_max q_time hits q_time/hits k 
1 31 0.012171 1 0.012171 63937
2 31 0.013095 2 0.006547 129281
3 31 0.020951 3 0.006984 197377
4 31 0.041002 5 0.008200 381185
5 31 0.044067 6 0.007344 392641
6 31 0.064366 8 0.008046 569729
7 31 0.071144 9 0.007905 615489
8 31 0.095654 11 0.008696 826497
9 31 0.109729 13 0.008441 919745
10 31 0.116482 14 0.008320 958401
11 31 0.132748 16 0.008297 1067393
12 31 0.168197 18 0.009344 1356545
13 31 0.166500 19 0.008763 1311809
14 31 0.231697 21 0.011033 1832257
15 31 0.238889 23 0.010386 1867073
16 31 0.235676 25 0.009427 1787265
17 31 0.246235 26 0.009471 1865473
18 31 0.275544 28 0.009841 2058561
19 31 0.285031 30 0.009501 2100929
20 31 0.359343 32 0.011229 2651905
21 31 0.329636 34 0.009695 2409345
22 31 0.376154 36 0.010449 2834689
23 31 0.401276 38 0.010560 2918337
24 31 0.448044 40 0.011201 3274241
25 31 0.433194 42 0.010314 3091393
26 31 0.473599 44 0.010764 3268929
27 31 0.512597 46 0.011143 3522049
28 31 0.496698 48 0.010348 3446465
29 31 0.571472 50 0.011429 3887873
30 31 0.549385 52 0.010565 3796993
31 31 0.585023 53 0.011038 3973697
8.10576
