q q_max q_time hits q_time/hits k 
1 31 0.012430 1 0.012430 63937
2 31 0.014604 2 0.007302 129089
3 31 0.021114 3 0.007038 201089
4 31 0.036295 5 0.007259 333441
5 31 0.046129 6 0.007688 410945
6 31 0.063394 8 0.007924 560897
7 31 0.073564 9 0.008174 641409
8 31 0.086445 11 0.007859 737281
9 31 0.109529 13 0.008425 918401
10 31 0.117996 14 0.008428 968769
11 31 0.134847 16 0.008428 1088897
12 31 0.161660 18 0.008981 1287745
13 31 0.200908 19 0.010574 1614081
14 31 0.225160 21 0.010722 1783041
15 31 0.209504 23 0.009109 1605889
16 31 0.358466 25 0.014339 2833217
17 31 0.233502 26 0.008981 1767681
18 31 0.272382 28 0.009728 2021825
19 31 0.298782 30 0.009959 2190977
20 31 0.331201 32 0.010350 2480321
21 31 0.337927 34 0.009939 2486977
22 31 0.370660 36 0.010296 2647873
23 31 0.470684 38 0.012386 3502337
24 31 0.471274 40 0.011782 3504001
25 31 0.435480 42 0.010369 3031681
26 31 0.484222 44 0.011005 3328257
27 31 0.450881 46 0.009802 3222401
28 31 0.589075 48 0.012272 4078465
29 31 0.517056 50 0.010341 3541377
30 31 0.591100 52 0.011367 4109313
31 31 0.609002 53 0.011491 4123009
8.33546
