q q_max q_time hits q_time/hits k 
1 31 0.012636 1 0.012636 63937
2 31 0.014385 2 0.007192 134273
3 31 0.020601 3 0.006867 193985
4 31 0.035277 5 0.007055 324225
5 31 0.043358 6 0.007226 387713
6 31 0.062712 8 0.007839 561153
7 31 0.074342 9 0.008260 649537
8 31 0.088931 11 0.008085 760961
9 31 0.130305 13 0.010023 1110465
10 31 0.120291 14 0.008592 997121
11 31 0.148421 16 0.009276 1218753
12 31 0.159002 18 0.008833 1285505
13 31 0.161530 19 0.008502 1276097
14 31 0.183719 21 0.008749 1448193
15 31 0.205815 23 0.008948 1604737
16 31 0.269141 25 0.010766 2120513
17 31 0.251859 26 0.009687 1918145
18 31 0.252447 28 0.009016 1900737
19 31 0.319928 30 0.010664 2394305
20 31 0.389964 32 0.012186 2935873
21 31 0.324674 34 0.009549 2393921
22 31 0.355905 36 0.009886 2574977
23 31 0.375636 38 0.009885 2704897
24 31 0.391612 40 0.009790 2863233
25 31 0.496607 42 0.011824 3469825
26 31 0.477474 44 0.010852 3380353
27 31 0.582686 46 0.012667 4074241
28 31 0.483635 48 0.010076 3422209
29 31 0.558427 50 0.011169 3838337
30 31 0.574632 52 0.011051 4063553
31 31 0.572595 53 0.010804 4057601
8.13873
