q q_max q_time hits q_time/hits k 
1 31 0.013255 1 0.013255 63937
2 31 0.014069 2 0.007034 130881
3 31 0.020379 3 0.006793 193921
4 31 0.036053 5 0.007211 330561
5 31 0.044795 6 0.007466 400129
6 31 0.061655 8 0.007707 544577
7 31 0.070884 9 0.007876 610049
8 31 0.092040 11 0.008367 789953
9 31 0.107584 13 0.008276 893825
10 31 0.116737 14 0.008338 960897
11 31 0.135760 16 0.008485 1098817
12 31 0.156838 18 0.008713 1250625
13 31 0.167651 19 0.008824 1323649
14 31 0.197560 21 0.009408 1553345
15 31 0.203248 23 0.008837 1576257
16 31 0.243415 25 0.009737 1875457
17 31 0.237773 26 0.009145 1793793
18 31 0.264368 28 0.009442 1945025
19 31 0.315596 30 0.010520 2357249
20 31 0.306162 32 0.009568 2243521
21 31 0.365052 34 0.010737 2670849
22 31 0.356289 36 0.009897 2572865
23 31 0.369490 38 0.009723 2641473
24 31 0.420178 40 0.010504 3026369
25 31 0.446649 42 0.010634 3199361
26 31 0.456466 44 0.010374 3196481
27 31 0.549964 46 0.011956 3738497
28 31 0.508416 48 0.010592 3494977
29 31 0.519502 50 0.010390 3571137
30 31 0.560662 52 0.010782 3854337
31 31 0.568730 53 0.010731 3890369
7.92744
