q q_max q_time hits q_time/hits k 
1 31 0.012774 1 0.012774 63937
2 31 0.014622 2 0.007311 129601
3 31 0.020809 3 0.006936 196737
4 31 0.038049 5 0.007610 350913
5 31 0.044785 6 0.007464 396865
6 31 0.059823 8 0.007478 523585
7 31 0.072339 9 0.008038 629697
8 31 0.102331 11 0.009303 887425
9 31 0.118514 13 0.009116 1001089
10 31 0.116118 14 0.008294 954113
11 31 0.148622 16 0.009289 1208641
12 31 0.172432 18 0.009580 1390145
13 31 0.161267 19 0.008488 1266369
14 31 0.188950 21 0.008998 1479041
15 31 0.207567 23 0.009025 1601601
16 31 0.283003 25 0.011320 2206657
17 31 0.262827 26 0.010109 1987073
18 31 0.277255 28 0.009902 2101633
19 31 0.308666 30 0.010289 2314753
20 31 0.348163 32 0.010880 2586241
21 31 0.339239 34 0.009978 2487809
22 31 0.551091 36 0.015308 4019201
23 31 0.374976 38 0.009868 2702593
24 31 0.492398 40 0.012310 3627137
25 31 0.527650 42 0.012563 3664385
26 31 0.498831 44 0.011337 3503297
27 31 0.467020 46 0.010153 3346177
28 31 0.481138 48 0.010024 3385793
29 31 0.543662 50 0.010873 3721729
30 31 0.624436 52 0.012008 4278337
31 31 0.567173 53 0.010701 3909441
8.4268
