run: 834 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Mon Jan 25 14:11:33 2021 | q: 0/31 | q_time: 0.365042s | E: 1 | q_time/E: 0.365042s | shuffle time: 0.000000s
Mon Jan 25 14:11:33 2021 | q: 1/31 | q_time: 0.378957s | E: 1 | q_time/E: 0.378957s | shuffle time: 0.001575s
Mon Jan 25 14:11:34 2021 | q: 2/31 | q_time: 0.746767s | E: 2 | q_time/E: 0.373383s | shuffle time: 0.001986s
Mon Jan 25 14:11:35 2021 | q: 3/31 | q_time: 0.988200s | E: 3 | q_time/E: 0.329400s | shuffle time: 0.001429s
Mon Jan 25 14:11:36 2021 | q: 4/31 | q_time: 1.251572s | E: 5 | q_time/E: 0.250314s | shuffle time: 0.001224s
Mon Jan 25 14:11:37 2021 | q: 5/31 | q_time: 1.090489s | E: 6 | q_time/E: 0.181748s | shuffle time: 0.000892s
Mon Jan 25 14:11:38 2021 | q: 6/31 | q_time: 1.054545s | E: 8 | q_time/E: 0.131818s | shuffle time: 0.000621s
Mon Jan 25 14:11:39 2021 | q: 7/31 | q_time: 0.926990s | E: 10 | q_time/E: 0.092699s | shuffle time: 0.000465s
Mon Jan 25 14:11:40 2021 | q: 8/31 | q_time: 0.897971s | E: 12 | q_time/E: 0.074831s | shuffle time: 0.000349s
Mon Jan 25 14:11:41 2021 | q: 9/31 | q_time: 0.974296s | E: 14 | q_time/E: 0.069593s | shuffle time: 0.000272s
Mon Jan 25 14:11:42 2021 | q: 10/31 | q_time: 1.073853s | E: 16 | q_time/E: 0.067116s | shuffle time: 0.000248s
Mon Jan 25 14:11:43 2021 | q: 11/31 | q_time: 1.270463s | E: 18 | q_time/E: 0.070581s | shuffle time: 0.000248s
Mon Jan 25 14:11:45 2021 | q: 12/31 | q_time: 1.409685s | E: 21 | q_time/E: 0.067128s | shuffle time: 0.000251s
Mon Jan 25 14:11:46 2021 | q: 13/31 | q_time: 1.511311s | E: 23 | q_time/E: 0.065709s | shuffle time: 0.000251s
Mon Jan 25 14:11:48 2021 | q: 14/31 | q_time: 1.765013s | E: 26 | q_time/E: 0.067885s | shuffle time: 0.000251s
Mon Jan 25 14:11:50 2021 | q: 15/31 | q_time: 1.927313s | E: 28 | q_time/E: 0.068833s | shuffle time: 0.000248s
Mon Jan 25 14:11:52 2021 | q: 16/31 | q_time: 2.287831s | E: 31 | q_time/E: 0.073801s | shuffle time: 0.000248s
Mon Jan 25 14:11:55 2021 | q: 17/31 | q_time: 2.385562s | E: 34 | q_time/E: 0.070164s | shuffle time: 0.000249s
Mon Jan 25 14:11:57 2021 | q: 18/31 | q_time: 2.756798s | E: 36 | q_time/E: 0.076578s | shuffle time: 0.000249s
Mon Jan 25 14:12:00 2021 | q: 19/31 | q_time: 2.700180s | E: 38 | q_time/E: 0.071057s | shuffle time: 0.000309s
Mon Jan 25 14:12:03 2021 | q: 20/31 | q_time: 2.898573s | E: 41 | q_time/E: 0.070697s | shuffle time: 0.000252s
Mon Jan 25 14:12:06 2021 | q: 21/31 | q_time: 2.923930s | E: 43 | q_time/E: 0.067998s | shuffle time: 0.000253s
Mon Jan 25 14:12:09 2021 | q: 22/31 | q_time: 3.472607s | E: 46 | q_time/E: 0.075491s | shuffle time: 0.000254s
Mon Jan 25 14:12:13 2021 | q: 23/31 | q_time: 3.366637s | E: 49 | q_time/E: 0.068707s | shuffle time: 0.000255s
Mon Jan 25 14:12:16 2021 | q: 24/31 | q_time: 3.518793s | E: 52 | q_time/E: 0.067669s | shuffle time: 0.000255s
Mon Jan 25 14:12:20 2021 | q: 25/31 | q_time: 3.773418s | E: 55 | q_time/E: 0.068608s | shuffle time: 0.000252s
Mon Jan 25 14:12:24 2021 | q: 26/31 | q_time: 4.022987s | E: 58 | q_time/E: 0.069362s | shuffle time: 0.000251s
Mon Jan 25 14:12:28 2021 | q: 27/31 | q_time: 4.085590s | E: 61 | q_time/E: 0.066977s | shuffle time: 0.000251s
Mon Jan 25 14:12:33 2021 | q: 28/31 | q_time: 4.938949s | E: 65 | q_time/E: 0.075984s | shuffle time: 0.000249s
Mon Jan 25 14:12:38 2021 | q: 29/31 | q_time: 4.746025s | E: 67 | q_time/E: 0.070836s | shuffle time: 0.000249s
Mon Jan 25 14:12:47 2021 | q: 30/31 | q_time: 9.042799s | E: 69 | q_time/E: 0.131055s | shuffle time: 0.000246s
Mon Jan 25 14:12:52 2021 | q: 31/31 | q_time: 4.857358s | E: 71 | q_time/E: 0.068413s | shuffle time: 0.000245s
