run: 561 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Mon Jan 25 08:34:37 2021 | q: 0/31 | q_time: 0.055837s | E: 1 | q_time/E: 0.055837s | shuffle time: 0.000000s
Mon Jan 25 08:34:37 2021 | q: 1/31 | q_time: 0.051619s | E: 1 | q_time/E: 0.051619s | shuffle time: 0.000207s
Mon Jan 25 08:34:37 2021 | q: 2/31 | q_time: 0.113349s | E: 2 | q_time/E: 0.056674s | shuffle time: 0.000235s
Mon Jan 25 08:34:38 2021 | q: 3/31 | q_time: 0.176652s | E: 3 | q_time/E: 0.058884s | shuffle time: 0.000226s
Mon Jan 25 08:34:38 2021 | q: 4/31 | q_time: 0.306401s | E: 5 | q_time/E: 0.061280s | shuffle time: 0.000236s
Mon Jan 25 08:34:38 2021 | q: 5/31 | q_time: 0.376907s | E: 6 | q_time/E: 0.062818s | shuffle time: 0.000239s
Mon Jan 25 08:34:39 2021 | q: 6/31 | q_time: 0.505987s | E: 8 | q_time/E: 0.063248s | shuffle time: 0.000242s
Mon Jan 25 08:34:40 2021 | q: 7/31 | q_time: 0.655241s | E: 10 | q_time/E: 0.065524s | shuffle time: 0.000238s
Mon Jan 25 08:34:40 2021 | q: 8/31 | q_time: 0.792892s | E: 12 | q_time/E: 0.066074s | shuffle time: 0.000245s
Mon Jan 25 08:34:41 2021 | q: 9/31 | q_time: 0.923172s | E: 14 | q_time/E: 0.065941s | shuffle time: 0.000246s
Mon Jan 25 08:34:42 2021 | q: 10/31 | q_time: 1.086249s | E: 16 | q_time/E: 0.067891s | shuffle time: 0.000246s
Mon Jan 25 08:34:44 2021 | q: 11/31 | q_time: 1.206322s | E: 18 | q_time/E: 0.067018s | shuffle time: 0.000248s
Mon Jan 25 08:34:45 2021 | q: 12/31 | q_time: 1.459984s | E: 21 | q_time/E: 0.069523s | shuffle time: 0.000249s
Mon Jan 25 08:34:47 2021 | q: 13/31 | q_time: 1.546444s | E: 23 | q_time/E: 0.067237s | shuffle time: 0.000249s
Mon Jan 25 08:34:48 2021 | q: 14/31 | q_time: 1.761070s | E: 26 | q_time/E: 0.067733s | shuffle time: 0.000249s
Mon Jan 25 08:34:50 2021 | q: 15/31 | q_time: 1.867608s | E: 28 | q_time/E: 0.066700s | shuffle time: 0.000248s
Mon Jan 25 08:34:52 2021 | q: 16/31 | q_time: 2.296464s | E: 31 | q_time/E: 0.074079s | shuffle time: 0.000246s
Mon Jan 25 08:34:55 2021 | q: 17/31 | q_time: 2.299523s | E: 34 | q_time/E: 0.067633s | shuffle time: 0.000250s
Mon Jan 25 08:34:57 2021 | q: 18/31 | q_time: 2.419535s | E: 36 | q_time/E: 0.067209s | shuffle time: 0.000248s
Mon Jan 25 08:35:00 2021 | q: 19/31 | q_time: 2.629167s | E: 38 | q_time/E: 0.069189s | shuffle time: 0.000251s
Mon Jan 25 08:35:03 2021 | q: 20/31 | q_time: 2.791148s | E: 41 | q_time/E: 0.068077s | shuffle time: 0.000251s
Mon Jan 25 08:35:06 2021 | q: 21/31 | q_time: 3.007425s | E: 43 | q_time/E: 0.069940s | shuffle time: 0.000251s
Mon Jan 25 08:35:09 2021 | q: 22/31 | q_time: 3.436886s | E: 46 | q_time/E: 0.074715s | shuffle time: 0.000254s
Mon Jan 25 08:35:20 2021 | q: 23/31 | q_time: 11.029050s | E: 49 | q_time/E: 0.225083s | shuffle time: 0.001007s
Mon Jan 25 08:35:24 2021 | q: 24/31 | q_time: 3.870571s | E: 52 | q_time/E: 0.074434s | shuffle time: 0.000362s
Mon Jan 25 08:35:28 2021 | q: 25/31 | q_time: 3.740275s | E: 55 | q_time/E: 0.068005s | shuffle time: 0.000252s
Mon Jan 25 08:35:32 2021 | q: 26/31 | q_time: 3.933353s | E: 58 | q_time/E: 0.067816s | shuffle time: 0.000251s
Mon Jan 25 08:35:36 2021 | q: 27/31 | q_time: 3.995545s | E: 61 | q_time/E: 0.065501s | shuffle time: 0.000250s
Mon Jan 25 08:35:40 2021 | q: 28/31 | q_time: 4.831566s | E: 65 | q_time/E: 0.074332s | shuffle time: 0.000249s
Mon Jan 25 08:35:45 2021 | q: 29/31 | q_time: 4.528276s | E: 67 | q_time/E: 0.067586s | shuffle time: 0.000248s
Mon Jan 25 08:35:49 2021 | q: 30/31 | q_time: 4.508531s | E: 69 | q_time/E: 0.065341s | shuffle time: 0.000247s
Mon Jan 25 08:35:54 2021 | q: 31/31 | q_time: 4.900050s | E: 71 | q_time/E: 0.069015s | shuffle time: 0.000244s
