run: 293 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Mon Jan 25 03:07:54 2021 | q: 0/31 | q_time: 0.053861s | E: 1 | q_time/E: 0.053861s | shuffle time: 0.000000s
Mon Jan 25 03:07:54 2021 | q: 1/31 | q_time: 0.051665s | E: 1 | q_time/E: 0.051665s | shuffle time: 0.000207s
Mon Jan 25 03:07:54 2021 | q: 2/31 | q_time: 0.113823s | E: 2 | q_time/E: 0.056911s | shuffle time: 0.000234s
Mon Jan 25 03:07:54 2021 | q: 3/31 | q_time: 0.177946s | E: 3 | q_time/E: 0.059315s | shuffle time: 0.000229s
Mon Jan 25 03:07:55 2021 | q: 4/31 | q_time: 0.306274s | E: 5 | q_time/E: 0.061255s | shuffle time: 0.000234s
Mon Jan 25 03:07:55 2021 | q: 5/31 | q_time: 0.378335s | E: 6 | q_time/E: 0.063056s | shuffle time: 0.000241s
Mon Jan 25 03:07:55 2021 | q: 6/31 | q_time: 0.511747s | E: 8 | q_time/E: 0.063968s | shuffle time: 0.000242s
Mon Jan 25 03:07:56 2021 | q: 7/31 | q_time: 0.648400s | E: 10 | q_time/E: 0.064840s | shuffle time: 0.000239s
Mon Jan 25 03:07:57 2021 | q: 8/31 | q_time: 0.787802s | E: 12 | q_time/E: 0.065650s | shuffle time: 0.000243s
Mon Jan 25 03:07:58 2021 | q: 9/31 | q_time: 0.943788s | E: 14 | q_time/E: 0.067413s | shuffle time: 0.000246s
Mon Jan 25 03:07:59 2021 | q: 10/31 | q_time: 1.079960s | E: 16 | q_time/E: 0.067498s | shuffle time: 0.000248s
Mon Jan 25 03:08:00 2021 | q: 11/31 | q_time: 1.222336s | E: 18 | q_time/E: 0.067908s | shuffle time: 0.000248s
Mon Jan 25 03:08:02 2021 | q: 12/31 | q_time: 1.410318s | E: 21 | q_time/E: 0.067158s | shuffle time: 0.000250s
Mon Jan 25 03:08:09 2021 | q: 13/31 | q_time: 7.915809s | E: 23 | q_time/E: 0.344166s | shuffle time: 0.000251s
Mon Jan 25 03:08:17 2021 | q: 14/31 | q_time: 7.549803s | E: 26 | q_time/E: 0.290377s | shuffle time: 0.002069s
Mon Jan 25 03:08:20 2021 | q: 15/31 | q_time: 3.134597s | E: 28 | q_time/E: 0.111950s | shuffle time: 0.000527s
Mon Jan 25 03:08:23 2021 | q: 16/31 | q_time: 2.433808s | E: 31 | q_time/E: 0.078510s | shuffle time: 0.000321s
Mon Jan 25 03:08:25 2021 | q: 17/31 | q_time: 2.281633s | E: 34 | q_time/E: 0.067107s | shuffle time: 0.000246s
Mon Jan 25 03:08:27 2021 | q: 18/31 | q_time: 2.406045s | E: 36 | q_time/E: 0.066835s | shuffle time: 0.000248s
Mon Jan 25 03:08:30 2021 | q: 19/31 | q_time: 2.653830s | E: 38 | q_time/E: 0.069838s | shuffle time: 0.000252s
Mon Jan 25 03:08:33 2021 | q: 20/31 | q_time: 2.857460s | E: 41 | q_time/E: 0.069694s | shuffle time: 0.000251s
Mon Jan 25 03:08:36 2021 | q: 21/31 | q_time: 2.933370s | E: 43 | q_time/E: 0.068218s | shuffle time: 0.000254s
Mon Jan 25 03:08:39 2021 | q: 22/31 | q_time: 3.114503s | E: 46 | q_time/E: 0.067707s | shuffle time: 0.000253s
Mon Jan 25 03:08:42 2021 | q: 23/31 | q_time: 3.283670s | E: 49 | q_time/E: 0.067014s | shuffle time: 0.000255s
Mon Jan 25 03:08:46 2021 | q: 24/31 | q_time: 3.439545s | E: 52 | q_time/E: 0.066145s | shuffle time: 0.000254s
Mon Jan 25 03:08:49 2021 | q: 25/31 | q_time: 3.676670s | E: 55 | q_time/E: 0.066849s | shuffle time: 0.000252s
Mon Jan 25 03:08:53 2021 | q: 26/31 | q_time: 3.833518s | E: 58 | q_time/E: 0.066095s | shuffle time: 0.000251s
Mon Jan 25 03:08:57 2021 | q: 27/31 | q_time: 4.281470s | E: 61 | q_time/E: 0.070188s | shuffle time: 0.000249s
Mon Jan 25 03:09:03 2021 | q: 28/31 | q_time: 5.180812s | E: 65 | q_time/E: 0.079705s | shuffle time: 0.000248s
Mon Jan 25 03:09:07 2021 | q: 29/31 | q_time: 4.624112s | E: 67 | q_time/E: 0.069017s | shuffle time: 0.000248s
Mon Jan 25 03:09:12 2021 | q: 30/31 | q_time: 4.611590s | E: 69 | q_time/E: 0.066835s | shuffle time: 0.000246s
Mon Jan 25 03:09:16 2021 | q: 31/31 | q_time: 4.718837s | E: 71 | q_time/E: 0.066462s | shuffle time: 0.000245s
