run: 31 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Sun Jan 24 20:12:35 2021 | q: 0/31 | q_time: 0.055233s | E: 1 | q_time/E: 0.055233s | shuffle time: 0.000000s
Sun Jan 24 20:12:35 2021 | q: 1/31 | q_time: 0.051940s | E: 1 | q_time/E: 0.051940s | shuffle time: 0.000209s
Sun Jan 24 20:12:35 2021 | q: 2/31 | q_time: 0.113391s | E: 2 | q_time/E: 0.056695s | shuffle time: 0.000235s
Sun Jan 24 20:12:35 2021 | q: 3/31 | q_time: 0.177137s | E: 3 | q_time/E: 0.059046s | shuffle time: 0.000228s
Sun Jan 24 20:12:36 2021 | q: 4/31 | q_time: 0.303914s | E: 5 | q_time/E: 0.060783s | shuffle time: 0.000236s
Sun Jan 24 20:12:36 2021 | q: 5/31 | q_time: 0.376751s | E: 6 | q_time/E: 0.062792s | shuffle time: 0.000239s
Sun Jan 24 20:12:36 2021 | q: 6/31 | q_time: 0.507472s | E: 8 | q_time/E: 0.063434s | shuffle time: 0.000239s
Sun Jan 24 20:12:37 2021 | q: 7/31 | q_time: 0.647258s | E: 10 | q_time/E: 0.064726s | shuffle time: 0.000239s
Sun Jan 24 20:12:38 2021 | q: 8/31 | q_time: 0.780485s | E: 12 | q_time/E: 0.065040s | shuffle time: 0.000245s
Sun Jan 24 20:12:39 2021 | q: 9/31 | q_time: 0.931773s | E: 14 | q_time/E: 0.066555s | shuffle time: 0.000245s
Sun Jan 24 20:12:40 2021 | q: 10/31 | q_time: 1.119357s | E: 16 | q_time/E: 0.069960s | shuffle time: 0.000250s
Sun Jan 24 20:12:41 2021 | q: 11/31 | q_time: 1.269136s | E: 18 | q_time/E: 0.070508s | shuffle time: 0.000248s
Sun Jan 24 20:12:43 2021 | q: 12/31 | q_time: 1.402558s | E: 21 | q_time/E: 0.066788s | shuffle time: 0.000250s
Sun Jan 24 20:12:44 2021 | q: 13/31 | q_time: 1.565721s | E: 23 | q_time/E: 0.068075s | shuffle time: 0.000248s
Sun Jan 24 20:12:46 2021 | q: 14/31 | q_time: 1.740549s | E: 26 | q_time/E: 0.066944s | shuffle time: 0.000248s
Sun Jan 24 20:12:48 2021 | q: 15/31 | q_time: 1.842731s | E: 28 | q_time/E: 0.065812s | shuffle time: 0.000245s
Sun Jan 24 20:12:50 2021 | q: 16/31 | q_time: 2.263254s | E: 31 | q_time/E: 0.073008s | shuffle time: 0.000247s
Sun Jan 24 20:12:52 2021 | q: 17/31 | q_time: 2.302948s | E: 34 | q_time/E: 0.067734s | shuffle time: 0.000247s
Sun Jan 24 20:12:55 2021 | q: 18/31 | q_time: 2.413041s | E: 36 | q_time/E: 0.067029s | shuffle time: 0.000248s
Sun Jan 24 20:12:57 2021 | q: 19/31 | q_time: 2.572827s | E: 38 | q_time/E: 0.067706s | shuffle time: 0.000250s
Sun Jan 24 20:13:00 2021 | q: 20/31 | q_time: 2.777595s | E: 41 | q_time/E: 0.067746s | shuffle time: 0.000251s
Sun Jan 24 20:13:03 2021 | q: 21/31 | q_time: 2.991000s | E: 43 | q_time/E: 0.069558s | shuffle time: 0.000251s
Sun Jan 24 20:13:06 2021 | q: 22/31 | q_time: 3.116484s | E: 46 | q_time/E: 0.067750s | shuffle time: 0.000252s
Sun Jan 24 20:13:09 2021 | q: 23/31 | q_time: 3.273312s | E: 49 | q_time/E: 0.066802s | shuffle time: 0.000254s
Sun Jan 24 20:13:13 2021 | q: 24/31 | q_time: 4.010659s | E: 52 | q_time/E: 0.077128s | shuffle time: 0.000254s
Sun Jan 24 20:13:17 2021 | q: 25/31 | q_time: 3.736035s | E: 55 | q_time/E: 0.067928s | shuffle time: 0.000253s
Sun Jan 24 20:13:21 2021 | q: 26/31 | q_time: 3.949332s | E: 58 | q_time/E: 0.068092s | shuffle time: 0.000250s
Sun Jan 24 20:13:25 2021 | q: 27/31 | q_time: 4.020518s | E: 61 | q_time/E: 0.065910s | shuffle time: 0.000249s
Sun Jan 24 20:13:30 2021 | q: 28/31 | q_time: 4.577691s | E: 65 | q_time/E: 0.070426s | shuffle time: 0.000249s
Sun Jan 24 20:13:34 2021 | q: 29/31 | q_time: 4.650080s | E: 67 | q_time/E: 0.069404s | shuffle time: 0.000246s
Sun Jan 24 20:13:39 2021 | q: 30/31 | q_time: 4.638325s | E: 69 | q_time/E: 0.067222s | shuffle time: 0.000246s
Sun Jan 24 20:13:44 2021 | q: 31/31 | q_time: 4.743204s | E: 71 | q_time/E: 0.066806s | shuffle time: 0.000244s
