q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.095556 1 0.095556 639938 639937 0
1 31 0.076246 1 0.076246 639938 639937 0
2 31 0.167722 2 0.083861 1280268 928885 351382
3 31 0.264312 3 0.088104 1925441 1349200 576240
4 31 0.467676 5 0.093535 3204776 1952081 1252694
5 31 0.527978 6 0.087996 3847675 2496319 1351355
6 31 0.597426 8 0.074678 5130189 3107644 2022544
7 31 0.688006 10 0.068801 6560190 3845843 2714346
8 31 0.817277 12 0.068106 8020777 4604149 3416627
9 31 0.970270 14 0.069305 9421708 5333447 4088260
10 31 1.077333 16 0.067333 10305189 5714506 4590682
11 31 1.221194 18 0.067844 11655009 6446990 5208018
12 31 1.442680 21 0.068699 14267700 7570387 6697312
13 31 1.513541 23 0.065806 14834882 7811311 7023570
14 31 1.802965 26 0.069345 17854082 9195390 8658691
15 31 1.871497 28 0.066839 18371657 9442449 8929207
16 31 2.142001 31 0.069097 21246036 10697694 10548341
17 31 2.379497 34 0.069985 23414397 11537842 11876554
18 31 2.496943 36 0.069360 24345801 12014009 12331791
19 31 2.636262 38 0.069375 25516155 12561868 12954286
20 31 2.784472 41 0.067914 26837119 12891757 13945361
21 31 2.994042 43 0.069629 28778027 13824605 14953421
22 31 3.096765 46 0.067321 29667384 13905609 15761774
23 31 3.339097 49 0.068145 32337409 14936038 17401370
24 31 3.653295 52 0.070256 35889382 16284317 19605064
25 31 3.708251 55 0.067423 36426424 16053998 20372425
26 31 3.954088 58 0.068174 39225398 16905192 22320205
27 31 11.627801 61 0.190620 42362372 17831395 24530976
28 31 4.496589 65 0.069178 42973253 17377132 25596120
29 31 4.501647 67 0.067189 43601542 17252561 26348980
30 31 4.742772 69 0.068736 46903890 18520207 28383682
31 31 4.689681 71 0.066052 46757138 17926194 28830943
76.8451
