run: 841 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Mon Jan 25 14:20:16 2021 | q: 0/31 | q_time: 0.054123s | E: 1 | q_time/E: 0.054123s | shuffle time: 0.000000s
Mon Jan 25 14:20:16 2021 | q: 1/31 | q_time: 0.051404s | E: 1 | q_time/E: 0.051404s | shuffle time: 0.000208s
Mon Jan 25 14:20:16 2021 | q: 2/31 | q_time: 0.113022s | E: 2 | q_time/E: 0.056511s | shuffle time: 0.000233s
Mon Jan 25 14:20:16 2021 | q: 3/31 | q_time: 0.176519s | E: 3 | q_time/E: 0.058840s | shuffle time: 0.000227s
Mon Jan 25 14:20:17 2021 | q: 4/31 | q_time: 0.304311s | E: 5 | q_time/E: 0.060862s | shuffle time: 0.000236s
Mon Jan 25 14:20:17 2021 | q: 5/31 | q_time: 0.375830s | E: 6 | q_time/E: 0.062638s | shuffle time: 0.000239s
Mon Jan 25 14:20:17 2021 | q: 6/31 | q_time: 0.505582s | E: 8 | q_time/E: 0.063198s | shuffle time: 0.000241s
Mon Jan 25 14:20:18 2021 | q: 7/31 | q_time: 0.647143s | E: 10 | q_time/E: 0.064714s | shuffle time: 0.000236s
Mon Jan 25 14:20:19 2021 | q: 8/31 | q_time: 0.837743s | E: 12 | q_time/E: 0.069812s | shuffle time: 0.000243s
Mon Jan 25 14:20:20 2021 | q: 9/31 | q_time: 0.948850s | E: 14 | q_time/E: 0.067775s | shuffle time: 0.000246s
Mon Jan 25 14:20:21 2021 | q: 10/31 | q_time: 1.131450s | E: 16 | q_time/E: 0.070716s | shuffle time: 0.000246s
Mon Jan 25 14:20:22 2021 | q: 11/31 | q_time: 1.227795s | E: 18 | q_time/E: 0.068211s | shuffle time: 0.000247s
Mon Jan 25 14:20:24 2021 | q: 12/31 | q_time: 1.393783s | E: 21 | q_time/E: 0.066371s | shuffle time: 0.000249s
Mon Jan 25 14:20:25 2021 | q: 13/31 | q_time: 1.513573s | E: 23 | q_time/E: 0.065808s | shuffle time: 0.000250s
Mon Jan 25 14:20:27 2021 | q: 14/31 | q_time: 1.734510s | E: 26 | q_time/E: 0.066712s | shuffle time: 0.000247s
Mon Jan 25 14:20:29 2021 | q: 15/31 | q_time: 1.844956s | E: 28 | q_time/E: 0.065891s | shuffle time: 0.000247s
Mon Jan 25 14:20:31 2021 | q: 16/31 | q_time: 2.067625s | E: 31 | q_time/E: 0.066698s | shuffle time: 0.000246s
Mon Jan 25 14:20:33 2021 | q: 17/31 | q_time: 2.333941s | E: 34 | q_time/E: 0.068645s | shuffle time: 0.000247s
Mon Jan 25 14:20:36 2021 | q: 18/31 | q_time: 2.425333s | E: 36 | q_time/E: 0.067370s | shuffle time: 0.000249s
Mon Jan 25 14:20:38 2021 | q: 19/31 | q_time: 2.637578s | E: 38 | q_time/E: 0.069410s | shuffle time: 0.000248s
Mon Jan 25 14:20:41 2021 | q: 20/31 | q_time: 2.809721s | E: 41 | q_time/E: 0.068530s | shuffle time: 0.000252s
Mon Jan 25 14:20:46 2021 | q: 21/31 | q_time: 5.419508s | E: 43 | q_time/E: 0.126035s | shuffle time: 0.000253s
Mon Jan 25 14:20:51 2021 | q: 22/31 | q_time: 4.133969s | E: 46 | q_time/E: 0.089869s | shuffle time: 0.000542s
Mon Jan 25 14:20:54 2021 | q: 23/31 | q_time: 3.497316s | E: 49 | q_time/E: 0.071374s | shuffle time: 0.000258s
Mon Jan 25 14:20:58 2021 | q: 24/31 | q_time: 3.607353s | E: 52 | q_time/E: 0.069372s | shuffle time: 0.000252s
Mon Jan 25 14:21:01 2021 | q: 25/31 | q_time: 3.721470s | E: 55 | q_time/E: 0.067663s | shuffle time: 0.000252s
Mon Jan 25 14:21:05 2021 | q: 26/31 | q_time: 4.017507s | E: 58 | q_time/E: 0.069267s | shuffle time: 0.000250s
Mon Jan 25 14:21:10 2021 | q: 27/31 | q_time: 4.797840s | E: 61 | q_time/E: 0.078653s | shuffle time: 0.000250s
Mon Jan 25 14:21:15 2021 | q: 28/31 | q_time: 5.022356s | E: 65 | q_time/E: 0.077267s | shuffle time: 0.000380s
Mon Jan 25 14:21:20 2021 | q: 29/31 | q_time: 4.644132s | E: 67 | q_time/E: 0.069315s | shuffle time: 0.000247s
Mon Jan 25 14:21:24 2021 | q: 30/31 | q_time: 4.639477s | E: 69 | q_time/E: 0.067239s | shuffle time: 0.000245s
Mon Jan 25 14:21:29 2021 | q: 31/31 | q_time: 4.669112s | E: 71 | q_time/E: 0.065762s | shuffle time: 0.000245s
