q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.051849 1 0.051849 639938 639937 0
1 31 0.052449 1 0.052449 639938 639937 0
2 31 0.113666 2 0.056833 1281241 933607 347633
3 31 0.177328 3 0.059109 1921715 1346920 574794
4 31 0.308164 5 0.061633 3225025 1955891 1269133
5 31 0.375384 6 0.062564 3842805 2492731 1350073
6 31 0.507878 8 0.063485 5138396 3106016 2032379
7 31 0.645395 10 0.064539 6428448 3739076 2689371
8 31 0.856873 12 0.071406 8503336 4897917 3605418
9 31 0.976176 14 0.069727 9529077 5425721 4103355
10 31 1.083302 16 0.067706 10428507 5804125 4624381
11 31 1.214421 18 0.067468 11631070 6427517 5203552
12 31 1.385389 21 0.065971 13732064 7264822 6467241
13 31 1.554628 23 0.067593 15381283 8187887 7193395
14 31 1.761589 26 0.067753 17466105 9001461 8464643
15 31 1.921858 28 0.068638 19018062 9858070 9159991
16 31 2.208100 31 0.071229 21998325 11077680 10920644
17 31 2.456886 34 0.072261 24254418 11993915 12260502
18 31 2.397502 36 0.066597 23278955 11447820 11831134
19 31 2.593958 38 0.068262 25121555 12394676 12726878
20 31 3.052807 41 0.074459 29855066 14518130 15336935
21 31 2.931121 43 0.068166 28251271 13580147 14671123
22 31 3.143236 46 0.068331 30284957 14276973 16007983
23 31 7.140871 49 0.145732 32040589 14759074 17281514
24 31 3.815075 52 0.073367 36195874 16324515 19871358
25 31 3.629931 55 0.065999 35732804 15694999 20037804
26 31 3.867866 58 0.066687 38521644 16557918 21963725
27 31 4.031589 61 0.066092 40188532 16843711 23344820
28 31 4.617990 65 0.071046 44420689 17994434 26426254
29 31 4.570062 67 0.068210 43928915 17533175 26395739
30 31 4.703737 69 0.068170 46529694 18284299 28245394
31 31 4.758371 71 0.067019 47326119 18155220 29170898
72.9057
