q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.420660 1 0.420660 639938 639937 0
1 31 0.458700 1 0.458700 639938 639937 0
2 31 1.006680 2 0.503340 1280334 926897 353436
3 31 1.500116 3 0.500039 1920541 1344237 576303
4 31 1.970866 5 0.394173 3212245 1957660 1254584
5 31 1.909042 6 0.318174 3891962 2538890 1353071
6 31 1.395447 8 0.174431 5194030 3151654 2042375
7 31 1.116755 10 0.111675 6590014 3860663 2729350
8 31 0.959139 12 0.079928 7954204 4562284 3391919
9 31 0.970647 14 0.069332 9290011 5271926 4018084
10 31 1.147077 16 0.071692 10630592 5932352 4698239
11 31 1.252530 18 0.069585 12054032 6686330 5367701
12 31 1.450527 21 0.069073 14453909 7630510 6823398
13 31 1.563521 23 0.067979 15471564 8233630 7237933
14 31 1.765995 26 0.067923 17514014 9010273 8503740
15 31 1.901110 28 0.067897 18751437 9647991 9103445
16 31 2.031446 31 0.065531 20099942 10029627 10070314
17 31 2.327932 34 0.068469 22967988 11351458 11616529
18 31 2.693237 36 0.074812 26559521 13231426 13328094
19 31 2.969412 38 0.078142 26636233 13167514 13468718
20 31 3.073277 41 0.074958 28945400 14032497 14912902
21 31 3.076774 43 0.071553 29715675 14322306 15393368
22 31 3.283102 46 0.071372 31904633 15040584 16864048
23 31 3.660069 49 0.074695 32008082 14745071 17263010
24 31 3.895122 52 0.074906 37976745 17096941 20879803
25 31 3.716836 55 0.067579 36741548 16187232 20554315
26 31 3.835625 58 0.066131 37941229 16238996 21702232
27 31 4.044992 61 0.066311 40412459 16951987 23460471
28 31 4.562035 65 0.070185 43758862 17770737 25988124
29 31 4.567823 67 0.068176 44561434 17850192 26711241
30 31 4.750826 69 0.068853 47087592 18594091 28493500
31 31 4.863078 71 0.068494 46484018 17818105 28665912
78.1408
