q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.054308 1 0.054308 639938 639937 0
1 31 0.051954 1 0.051954 639938 639937 0
2 31 0.113609 2 0.056805 1282470 928314 354155
3 31 0.177219 3 0.059073 1923428 1346846 576581
4 31 0.306523 5 0.061305 3210310 1964209 1246100
5 31 0.376044 6 0.062674 3847796 2499638 1348157
6 31 0.508467 8 0.063558 5136676 3112667 2024008
7 31 0.647584 10 0.064758 6456578 3750607 2705970
8 31 0.789922 12 0.065827 7794271 4424317 3369953
9 31 0.928564 14 0.066326 9011060 5059822 3951237
10 31 1.089431 16 0.068089 10454994 5820983 4634010
11 31 1.258943 18 0.069941 12081022 6703328 5377693
12 31 1.438841 21 0.068516 14308187 7570805 6737381
13 31 1.546079 23 0.067221 15258355 8065693 7192661
14 31 1.718040 26 0.066078 16990518 8719706 8270811
15 31 1.941063 28 0.069324 19240399 9920564 9319834
16 31 2.502849 31 0.080737 22211403 11125252 11086150
17 31 2.467198 34 0.072565 24022351 11854383 12167967
18 31 2.462306 36 0.068397 24050117 11862610 12187506
19 31 2.606795 38 0.068600 25287847 12481323 12806523
20 31 3.036390 41 0.074058 29749148 14419721 15329426
21 31 3.094679 43 0.071969 29919852 14465287 15454564
22 31 3.371586 46 0.073295 32772363 15461180 17311182
23 31 3.510969 49 0.071652 34266921 15851690 18415230
24 31 3.978423 52 0.076508 39453398 17847716 21605681
25 31 3.785000 55 0.068818 37406711 16485513 20921197
26 31 3.891981 58 0.067103 38664120 16631053 22033066
27 31 4.012015 61 0.065771 40001923 16845725 23156197
28 31 4.748933 65 0.073061 45897675 18581495 27316179
29 31 4.629889 67 0.069103 45213407 18131905 27081501
30 31 4.613176 69 0.066858 45611165 17896121 27715043
31 31 4.903928 71 0.069069 49112384 18860965 30251418
70.5629
