q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.055618 1 0.055618 639938 639937 0
1 31 0.051610 1 0.051610 639938 639937 0
2 31 0.113466 2 0.056733 1280501 927187 353313
3 31 0.177270 3 0.059090 1921738 1343303 578434
4 31 0.305707 5 0.061141 3211068 1951015 1260052
5 31 0.376700 6 0.062783 3845124 2492567 1352556
6 31 0.512733 8 0.064092 5149570 3112221 2037348
7 31 0.646571 10 0.064657 6433067 3746387 2686679
8 31 0.794086 12 0.066174 7817748 4469904 3347843
9 31 0.928121 14 0.066294 8989317 5064461 3924855
10 31 1.071878 16 0.066992 10308359 5724064 4584294
11 31 1.229594 18 0.068311 11778487 6520367 5258119
12 31 1.438711 21 0.068510 14317936 7592407 6725528
13 31 1.513350 23 0.065798 14932353 7901510 7030842
14 31 1.745626 26 0.067139 17290410 8845604 8444805
15 31 1.848185 28 0.066007 18257474 9359626 8897847
16 31 2.113323 31 0.068172 20991690 10565496 10426193
17 31 2.307264 34 0.067861 22729947 11203449 11526497
18 31 2.490457 36 0.069179 24380433 12047363 12333069
19 31 2.551384 38 0.067142 24742791 12134898 12607892
20 31 2.761643 41 0.067357 26898996 12971718 13927277
21 31 2.967745 43 0.069017 28668272 13857259 14811012
22 31 3.122962 46 0.067890 30193924 14208307 15985616
23 31 3.280243 49 0.066944 31806029 14609203 17196825
24 31 3.548663 52 0.068244 34997115 15797688 19199426
25 31 3.684450 55 0.066990 36426935 16081293 20345641
26 31 4.285438 58 0.073887 42934829 18612440 24322388
27 31 4.211717 61 0.069045 42251973 17881101 24370871
28 31 5.058149 65 0.077818 49162783 19887776 29275006
29 31 4.653838 67 0.069460 45574340 18281731 27292608
30 31 4.607816 69 0.066780 45725833 18020447 27705385
31 31 4.822980 71 0.067929 48454444 18643360 29811083
69.2775
