run: 310 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Mon Jan 25 03:29:04 2021 | q: 0/31 | q_time: 0.108293s | E: 1 | q_time/E: 0.108293s | shuffle time: 0.000000s
Mon Jan 25 03:29:04 2021 | q: 1/31 | q_time: 0.085939s | E: 1 | q_time/E: 0.085939s | shuffle time: 0.000394s
Mon Jan 25 03:29:04 2021 | q: 2/31 | q_time: 0.195712s | E: 2 | q_time/E: 0.097856s | shuffle time: 0.000402s
Mon Jan 25 03:29:04 2021 | q: 3/31 | q_time: 0.320383s | E: 3 | q_time/E: 0.106794s | shuffle time: 0.000436s
Mon Jan 25 03:29:05 2021 | q: 4/31 | q_time: 0.618892s | E: 5 | q_time/E: 0.123778s | shuffle time: 0.000440s
Mon Jan 25 03:29:06 2021 | q: 5/31 | q_time: 0.633241s | E: 6 | q_time/E: 0.105540s | shuffle time: 0.000489s
Mon Jan 25 03:29:06 2021 | q: 6/31 | q_time: 0.658849s | E: 8 | q_time/E: 0.082356s | shuffle time: 0.000360s
Mon Jan 25 03:29:07 2021 | q: 7/31 | q_time: 0.731025s | E: 10 | q_time/E: 0.073102s | shuffle time: 0.000305s
Mon Jan 25 03:29:08 2021 | q: 8/31 | q_time: 0.784130s | E: 12 | q_time/E: 0.065344s | shuffle time: 0.000271s
Mon Jan 25 03:29:09 2021 | q: 9/31 | q_time: 0.937904s | E: 14 | q_time/E: 0.066993s | shuffle time: 0.000246s
Mon Jan 25 03:29:10 2021 | q: 10/31 | q_time: 1.069022s | E: 16 | q_time/E: 0.066814s | shuffle time: 0.000249s
Mon Jan 25 03:29:11 2021 | q: 11/31 | q_time: 1.225923s | E: 18 | q_time/E: 0.068107s | shuffle time: 0.000250s
Mon Jan 25 03:29:12 2021 | q: 12/31 | q_time: 1.399198s | E: 21 | q_time/E: 0.066628s | shuffle time: 0.000252s
Mon Jan 25 03:29:14 2021 | q: 13/31 | q_time: 1.551563s | E: 23 | q_time/E: 0.067459s | shuffle time: 0.000249s
Mon Jan 25 03:29:16 2021 | q: 14/31 | q_time: 1.752228s | E: 26 | q_time/E: 0.067393s | shuffle time: 0.000250s
Mon Jan 25 03:29:18 2021 | q: 15/31 | q_time: 1.914748s | E: 28 | q_time/E: 0.068384s | shuffle time: 0.000251s
Mon Jan 25 03:29:20 2021 | q: 16/31 | q_time: 2.218443s | E: 31 | q_time/E: 0.071563s | shuffle time: 0.000247s
Mon Jan 25 03:29:22 2021 | q: 17/31 | q_time: 2.313496s | E: 34 | q_time/E: 0.068044s | shuffle time: 0.000249s
Mon Jan 25 03:29:25 2021 | q: 18/31 | q_time: 2.613131s | E: 36 | q_time/E: 0.072587s | shuffle time: 0.000251s
Mon Jan 25 03:29:27 2021 | q: 19/31 | q_time: 2.737796s | E: 38 | q_time/E: 0.072047s | shuffle time: 0.000252s
Mon Jan 25 03:29:30 2021 | q: 20/31 | q_time: 2.793918s | E: 41 | q_time/E: 0.068144s | shuffle time: 0.000253s
Mon Jan 25 03:29:33 2021 | q: 21/31 | q_time: 2.872939s | E: 43 | q_time/E: 0.066813s | shuffle time: 0.000254s
Mon Jan 25 03:29:36 2021 | q: 22/31 | q_time: 3.139672s | E: 46 | q_time/E: 0.068254s | shuffle time: 0.000255s
Mon Jan 25 03:29:40 2021 | q: 23/31 | q_time: 3.655582s | E: 49 | q_time/E: 0.074604s | shuffle time: 0.000254s
Mon Jan 25 03:29:43 2021 | q: 24/31 | q_time: 3.519536s | E: 52 | q_time/E: 0.067683s | shuffle time: 0.000255s
Mon Jan 25 03:29:47 2021 | q: 25/31 | q_time: 3.786816s | E: 55 | q_time/E: 0.068851s | shuffle time: 0.000253s
Mon Jan 25 03:29:51 2021 | q: 26/31 | q_time: 3.870207s | E: 58 | q_time/E: 0.066728s | shuffle time: 0.000252s
Mon Jan 25 03:29:55 2021 | q: 27/31 | q_time: 4.118109s | E: 61 | q_time/E: 0.067510s | shuffle time: 0.000249s
Mon Jan 25 03:30:00 2021 | q: 28/31 | q_time: 4.569571s | E: 65 | q_time/E: 0.070301s | shuffle time: 0.000250s
Mon Jan 25 03:30:04 2021 | q: 29/31 | q_time: 4.476774s | E: 67 | q_time/E: 0.066818s | shuffle time: 0.000249s
Mon Jan 25 03:30:09 2021 | q: 30/31 | q_time: 4.572749s | E: 69 | q_time/E: 0.066272s | shuffle time: 0.000249s
Mon Jan 25 03:30:25 2021 | q: 31/31 | q_time: 15.931273s | E: 71 | q_time/E: 0.224384s | shuffle time: 0.000247s
