q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.055646 1 0.055646 639938 639937 0
1 31 0.051612 1 0.051612 639938 639937 0
2 31 0.112962 2 0.056481 1280295 928441 351853
3 31 0.176452 3 0.058817 1921759 1345592 576166
4 31 0.308095 5 0.061619 3220713 1969763 1250949
5 31 0.378785 6 0.063131 3896884 2542239 1354644
6 31 0.504553 8 0.063069 5130576 3106670 2023905
7 31 0.646586 10 0.064659 6451995 3777174 2674820
8 31 0.842408 12 0.070201 8354960 4808306 3546653
9 31 0.924495 14 0.066035 9048353 5107838 3940514
10 31 1.070119 16 0.066882 10382695 5795257 4587437
11 31 1.206586 18 0.067033 11629025 6436375 5192649
12 31 1.366554 21 0.065074 13656807 7204433 6452373
13 31 1.565942 23 0.068084 15603868 8307384 7296483
14 31 1.763722 26 0.067835 17613914 9065414 8548499
15 31 2.012829 28 0.071887 20125271 10423481 9701789
16 31 2.116875 31 0.068286 21190346 10692164 10498181
17 31 2.378504 34 0.069956 23651725 11694394 11957330
18 31 2.457536 36 0.068265 24092626 11891782 12200843
19 31 2.626701 38 0.069124 25677328 12706787 12970540
20 31 2.868865 41 0.069972 28172506 13589302 14583203
21 31 2.901430 43 0.067475 28085175 13485916 14599258
22 31 3.275931 46 0.071216 31859164 15054512 16804651
23 31 3.291542 49 0.067174 32031633 14759221 17272411
24 31 3.735504 52 0.071837 37149315 16747806 20401508
25 31 3.661247 55 0.066568 36155313 15918006 20237306
26 31 3.980851 58 0.068635 39855336 17226962 22628373
27 31 4.151347 61 0.068055 41727023 17629460 24097562
28 31 4.584171 65 0.070526 44236168 17922202 26313965
29 31 4.592475 67 0.068544 45011969 18097821 26914147
30 31 4.822010 69 0.069884 48003138 18859228 29143909
31 31 4.667513 71 0.065740 46876580 17979802 28896777
69.1001
