q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.053467 1 0.053467 639938 639937 0
1 31 0.051614 1 0.051614 639938 639937 0
2 31 0.113089 2 0.056544 1280589 927442 353146
3 31 0.176499 3 0.058833 1922073 1346133 575939
4 31 0.304325 5 0.060865 3211073 1962873 1248199
5 31 0.376057 6 0.062676 3856879 2506969 1349909
6 31 0.515992 8 0.064499 5235708 3184474 2051233
7 31 0.651503 10 0.065150 6461518 3774724 2686793
8 31 0.992683 12 0.082724 7723884 4394033 3329850
9 31 1.000443 14 0.071460 9275403 5242608 4032794
10 31 1.092246 16 0.068265 10588567 5902803 4685763
11 31 1.206494 18 0.067027 11559829 6383223 5176605
12 31 1.403326 21 0.066825 13932788 7351471 6581316
13 31 1.564509 23 0.068022 15493148 8252685 7240462
14 31 1.848153 26 0.071083 16981320 8698244 8283075
15 31 1.846079 28 0.065931 18236314 9352207 8884106
16 31 2.081398 31 0.067142 20676119 10363359 10312759
17 31 2.292737 34 0.067433 22568718 11133232 11435485
18 31 2.533146 36 0.070365 24848750 12292503 12556246
19 31 2.559037 38 0.067343 24786863 12127586 12659276
20 31 2.887013 41 0.070415 28260399 13659762 14600636
21 31 2.953954 43 0.068697 28589371 13823815 14765555
22 31 3.127273 46 0.067984 30369999 14271658 16098340
23 31 3.341021 49 0.068184 32566606 15021669 17544936
24 31 3.518003 52 0.067654 34703277 15648859 19054417
25 31 3.607737 55 0.065595 35583398 15633309 19950088
26 31 3.951374 58 0.068127 39334789 16972497 22362291
27 31 4.135903 61 0.067802 41438962 17505317 23933644
28 31 4.614492 65 0.070992 44380864 18073066 26307797
29 31 4.651206 67 0.069421 45332018 18246672 27085345
30 31 4.644942 69 0.067318 46129048 18170984 27958063
31 31 4.865776 71 0.068532 48588484 18760805 29827678
68.9617
