q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.071835 1 0.071835 639938 639937 0
1 31 0.067828 1 0.067828 639938 639937 0
2 31 0.145807 2 0.072903 1281970 931193 350776
3 31 0.213909 3 0.071303 1921931 1344418 577512
4 31 0.348077 5 0.069615 3229701 1978236 1251464
5 31 0.399348 6 0.066558 3843423 2494263 1349159
6 31 0.509015 8 0.063627 5140362 3102118 2038243
7 31 0.662460 10 0.066246 6605325 3882842 2722482
8 31 0.801611 12 0.066801 7943664 4562058 3381605
9 31 0.963781 14 0.068841 9446162 5354484 4091677
10 31 1.100149 16 0.068759 10635797 5965332 4670464
11 31 1.209199 18 0.067178 11608658 6400438 5208219
12 31 1.405323 21 0.066920 14003600 7427137 6576462
13 31 1.710751 23 0.074380 15338830 8125091 7213738
14 31 1.814528 26 0.069790 18144321 9374489 8769831
15 31 1.954848 28 0.069816 19467926 10034828 9433097
16 31 2.065887 31 0.066642 20020236 9972958 10047277
17 31 2.279071 34 0.067032 21960079 10772889 11187189
18 31 2.529240 36 0.070257 24194161 11945830 12248330
19 31 2.654116 38 0.069845 24959937 12279246 12680690
20 31 3.398635 41 0.082894 27093950 13025853 14068096
21 31 2.963470 43 0.068918 28302402 13613489 14688912
22 31 3.149954 46 0.068477 30090621 14079209 16011411
23 31 3.709892 49 0.075712 35439354 16344021 19095332
24 31 3.506989 52 0.067442 33940722 15317916 18622805
25 31 3.751252 55 0.068205 36588464 16108250 20480213
26 31 4.214320 58 0.072661 38511720 16609132 21902587
27 31 3.996959 61 0.065524 39846308 16804122 23042185
28 31 4.455283 65 0.068543 42599642 17115012 25484629
29 31 4.586416 67 0.068454 44697529 17783799 26913729
30 31 4.630553 69 0.067109 45676628 17893327 27783300
31 31 4.769657 71 0.067178 47608445 18287412 29321032
70.0404
