run: 958 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Mon Jan 25 16:43:03 2021 | q: 0/31 | q_time: 0.261887s | E: 1 | q_time/E: 0.261887s | shuffle time: 0.000000s
Mon Jan 25 16:43:03 2021 | q: 1/31 | q_time: 0.314797s | E: 1 | q_time/E: 0.314797s | shuffle time: 0.001191s
Mon Jan 25 16:43:04 2021 | q: 2/31 | q_time: 0.932474s | E: 2 | q_time/E: 0.466237s | shuffle time: 0.001541s
Mon Jan 25 16:43:06 2021 | q: 3/31 | q_time: 1.563168s | E: 3 | q_time/E: 0.521056s | shuffle time: 0.001933s
Mon Jan 25 16:43:08 2021 | q: 4/31 | q_time: 2.688123s | E: 5 | q_time/E: 0.537625s | shuffle time: 0.002005s
Mon Jan 25 16:43:11 2021 | q: 5/31 | q_time: 2.884577s | E: 6 | q_time/E: 0.480763s | shuffle time: 0.002074s
Mon Jan 25 16:43:14 2021 | q: 6/31 | q_time: 2.353281s | E: 8 | q_time/E: 0.294160s | shuffle time: 0.001431s
Mon Jan 25 16:43:15 2021 | q: 7/31 | q_time: 1.685421s | E: 10 | q_time/E: 0.168542s | shuffle time: 0.000834s
Mon Jan 25 16:43:17 2021 | q: 8/31 | q_time: 1.399667s | E: 12 | q_time/E: 0.116639s | shuffle time: 0.000509s
Mon Jan 25 16:43:18 2021 | q: 9/31 | q_time: 1.036170s | E: 14 | q_time/E: 0.074012s | shuffle time: 0.000305s
Mon Jan 25 16:43:19 2021 | q: 10/31 | q_time: 1.075387s | E: 16 | q_time/E: 0.067212s | shuffle time: 0.000251s
Mon Jan 25 16:43:20 2021 | q: 11/31 | q_time: 1.222908s | E: 18 | q_time/E: 0.067939s | shuffle time: 0.000246s
Mon Jan 25 16:43:22 2021 | q: 12/31 | q_time: 1.382355s | E: 21 | q_time/E: 0.065826s | shuffle time: 0.000249s
Mon Jan 25 16:43:23 2021 | q: 13/31 | q_time: 1.525062s | E: 23 | q_time/E: 0.066307s | shuffle time: 0.000250s
Mon Jan 25 16:43:25 2021 | q: 14/31 | q_time: 1.731379s | E: 26 | q_time/E: 0.066591s | shuffle time: 0.000247s
Mon Jan 25 16:43:27 2021 | q: 15/31 | q_time: 1.833052s | E: 28 | q_time/E: 0.065466s | shuffle time: 0.000247s
Mon Jan 25 16:43:29 2021 | q: 16/31 | q_time: 2.021669s | E: 31 | q_time/E: 0.065215s | shuffle time: 0.000246s
Mon Jan 25 16:43:31 2021 | q: 17/31 | q_time: 2.306566s | E: 34 | q_time/E: 0.067840s | shuffle time: 0.000248s
Mon Jan 25 16:43:33 2021 | q: 18/31 | q_time: 2.426405s | E: 36 | q_time/E: 0.067400s | shuffle time: 0.000249s
Mon Jan 25 16:43:36 2021 | q: 19/31 | q_time: 2.609254s | E: 38 | q_time/E: 0.068665s | shuffle time: 0.000251s
Mon Jan 25 16:43:39 2021 | q: 20/31 | q_time: 2.876761s | E: 41 | q_time/E: 0.070165s | shuffle time: 0.000250s
Mon Jan 25 16:43:42 2021 | q: 21/31 | q_time: 3.037602s | E: 43 | q_time/E: 0.070642s | shuffle time: 0.000253s
Mon Jan 25 16:43:45 2021 | q: 22/31 | q_time: 3.139918s | E: 46 | q_time/E: 0.068259s | shuffle time: 0.000253s
Mon Jan 25 16:43:49 2021 | q: 23/31 | q_time: 3.656007s | E: 49 | q_time/E: 0.074612s | shuffle time: 0.000254s
Mon Jan 25 16:43:52 2021 | q: 24/31 | q_time: 3.512058s | E: 52 | q_time/E: 0.067540s | shuffle time: 0.000254s
Mon Jan 25 16:43:56 2021 | q: 25/31 | q_time: 3.836583s | E: 55 | q_time/E: 0.069756s | shuffle time: 0.000253s
Mon Jan 25 16:44:00 2021 | q: 26/31 | q_time: 4.016772s | E: 58 | q_time/E: 0.069255s | shuffle time: 0.000252s
Mon Jan 25 16:44:04 2021 | q: 27/31 | q_time: 4.147054s | E: 61 | q_time/E: 0.067984s | shuffle time: 0.000250s
Mon Jan 25 16:44:09 2021 | q: 28/31 | q_time: 4.468139s | E: 65 | q_time/E: 0.068741s | shuffle time: 0.000247s
Mon Jan 25 16:44:13 2021 | q: 29/31 | q_time: 4.678107s | E: 67 | q_time/E: 0.069822s | shuffle time: 0.000249s
Mon Jan 25 16:44:18 2021 | q: 30/31 | q_time: 4.558458s | E: 69 | q_time/E: 0.066065s | shuffle time: 0.000245s
Mon Jan 25 16:44:23 2021 | q: 31/31 | q_time: 4.705569s | E: 71 | q_time/E: 0.066276s | shuffle time: 0.000246s
