q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.053981 1 0.053981 639938 639937 0
1 31 0.051396 1 0.051396 639938 639937 0
2 31 0.113054 2 0.056527 1280086 929421 350664
3 31 0.176701 3 0.058900 1922970 1346633 576336
4 31 0.306255 5 0.061251 3210236 1964735 1245500
5 31 0.377837 6 0.062973 3875445 2522203 1353241
6 31 0.508744 8 0.063593 5147752 3121694 2026057
7 31 0.645548 10 0.064555 6440833 3750701 2690131
8 31 0.804875 12 0.067073 7976122 4556064 3420057
9 31 0.926961 14 0.066211 9041965 5107638 3934326
10 31 1.084579 16 0.067786 10493320 5835570 4657749
11 31 1.261811 18 0.070101 12190337 6773367 5416969
12 31 1.381377 21 0.065780 13734669 7258266 6476402
13 31 1.536357 23 0.066798 15226495 8072830 7153664
14 31 1.688784 26 0.064953 16774538 8570309 8204228
15 31 1.868396 28 0.066728 18489767 9510240 8979526
16 31 2.165478 31 0.069854 21630136 10923871 10706264
17 31 2.396529 34 0.070486 23773351 11735040 12038310
18 31 2.513364 36 0.069816 24685321 12181705 12503615
19 31 2.636273 38 0.069376 25683854 12680137 13003716
20 31 2.750009 41 0.067073 26835320 12882235 13953084
21 31 3.023133 43 0.070305 29369925 14118370 15251554
22 31 3.210541 46 0.069794 31249817 14679985 16569831
23 31 3.322066 49 0.067797 32399823 14951192 17448630
24 31 3.886851 52 0.074747 38615241 17463566 21151674
25 31 3.656862 55 0.066488 36123098 15927320 20195777
26 31 4.015416 58 0.069231 40151348 17305364 22845983
27 31 4.089390 61 0.067039 40942724 17227650 23715073
28 31 4.534960 65 0.069769 43656189 17723719 25932469
29 31 4.552378 67 0.067946 44559810 17802043 26757766
30 31 4.944612 69 0.071661 48988489 19398457 29590031
31 31 4.715217 71 0.066412 47156415 18061894 29094520
69.2
