run: 1000 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Mon Jan 25 17:34:53 2021 | q: 0/31 | q_time: 0.066242s | E: 1 | q_time/E: 0.066242s | shuffle time: 0.000000s
Mon Jan 25 17:34:53 2021 | q: 1/31 | q_time: 0.057918s | E: 1 | q_time/E: 0.057918s | shuffle time: 0.000240s
Mon Jan 25 17:34:53 2021 | q: 2/31 | q_time: 0.121857s | E: 2 | q_time/E: 0.060928s | shuffle time: 0.000251s
Mon Jan 25 17:34:53 2021 | q: 3/31 | q_time: 0.187728s | E: 3 | q_time/E: 0.062576s | shuffle time: 0.000250s
Mon Jan 25 17:34:53 2021 | q: 4/31 | q_time: 0.308744s | E: 5 | q_time/E: 0.061749s | shuffle time: 0.000247s
Mon Jan 25 17:34:54 2021 | q: 5/31 | q_time: 0.376072s | E: 6 | q_time/E: 0.062679s | shuffle time: 0.000239s
Mon Jan 25 17:34:54 2021 | q: 6/31 | q_time: 0.507657s | E: 8 | q_time/E: 0.063457s | shuffle time: 0.000242s
Mon Jan 25 17:34:55 2021 | q: 7/31 | q_time: 0.655425s | E: 10 | q_time/E: 0.065542s | shuffle time: 0.000237s
Mon Jan 25 17:34:56 2021 | q: 8/31 | q_time: 0.816913s | E: 12 | q_time/E: 0.068076s | shuffle time: 0.000246s
Mon Jan 25 17:34:57 2021 | q: 9/31 | q_time: 0.949751s | E: 14 | q_time/E: 0.067839s | shuffle time: 0.000246s
Mon Jan 25 17:34:58 2021 | q: 10/31 | q_time: 1.074485s | E: 16 | q_time/E: 0.067155s | shuffle time: 0.000246s
Mon Jan 25 17:34:59 2021 | q: 11/31 | q_time: 1.209940s | E: 18 | q_time/E: 0.067219s | shuffle time: 0.000247s
Mon Jan 25 17:35:00 2021 | q: 12/31 | q_time: 1.442601s | E: 21 | q_time/E: 0.068695s | shuffle time: 0.000249s
Mon Jan 25 17:35:02 2021 | q: 13/31 | q_time: 1.534576s | E: 23 | q_time/E: 0.066721s | shuffle time: 0.000249s
Mon Jan 25 17:35:04 2021 | q: 14/31 | q_time: 1.710491s | E: 26 | q_time/E: 0.065788s | shuffle time: 0.000250s
Mon Jan 25 17:35:06 2021 | q: 15/31 | q_time: 1.898237s | E: 28 | q_time/E: 0.067794s | shuffle time: 0.000248s
Mon Jan 25 17:35:08 2021 | q: 16/31 | q_time: 2.213896s | E: 31 | q_time/E: 0.071416s | shuffle time: 0.000248s
Mon Jan 25 17:35:10 2021 | q: 17/31 | q_time: 2.301022s | E: 34 | q_time/E: 0.067677s | shuffle time: 0.000246s
Mon Jan 25 17:35:13 2021 | q: 18/31 | q_time: 2.424334s | E: 36 | q_time/E: 0.067343s | shuffle time: 0.000251s
Mon Jan 25 17:35:15 2021 | q: 19/31 | q_time: 2.627052s | E: 38 | q_time/E: 0.069133s | shuffle time: 0.000251s
Mon Jan 25 17:35:18 2021 | q: 20/31 | q_time: 2.930041s | E: 41 | q_time/E: 0.071464s | shuffle time: 0.000252s
Mon Jan 25 17:35:21 2021 | q: 21/31 | q_time: 2.928289s | E: 43 | q_time/E: 0.068100s | shuffle time: 0.000252s
Mon Jan 25 17:35:24 2021 | q: 22/31 | q_time: 3.148667s | E: 46 | q_time/E: 0.068449s | shuffle time: 0.000254s
Mon Jan 25 17:35:28 2021 | q: 23/31 | q_time: 3.377631s | E: 49 | q_time/E: 0.068931s | shuffle time: 0.000254s
Mon Jan 25 17:35:36 2021 | q: 24/31 | q_time: 8.871942s | E: 52 | q_time/E: 0.170614s | shuffle time: 0.000254s
Mon Jan 25 17:35:40 2021 | q: 25/31 | q_time: 3.672472s | E: 55 | q_time/E: 0.066772s | shuffle time: 0.000296s
Mon Jan 25 17:35:44 2021 | q: 26/31 | q_time: 3.895388s | E: 58 | q_time/E: 0.067162s | shuffle time: 0.000251s
Mon Jan 25 17:35:48 2021 | q: 27/31 | q_time: 4.014318s | E: 61 | q_time/E: 0.065808s | shuffle time: 0.000252s
Mon Jan 25 17:35:53 2021 | q: 28/31 | q_time: 4.521045s | E: 65 | q_time/E: 0.069555s | shuffle time: 0.000249s
Mon Jan 25 17:35:57 2021 | q: 29/31 | q_time: 4.532796s | E: 67 | q_time/E: 0.067654s | shuffle time: 0.000248s
Mon Jan 25 17:36:02 2021 | q: 30/31 | q_time: 4.711433s | E: 69 | q_time/E: 0.068282s | shuffle time: 0.000247s
Mon Jan 25 17:36:09 2021 | q: 31/31 | q_time: 7.014148s | E: 71 | q_time/E: 0.098791s | shuffle time: 0.000244s
