run: 70 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Sun Jan 24 21:01:55 2021 | q: 0/31 | q_time: 0.079442s | E: 1 | q_time/E: 0.079442s | shuffle time: 0.000000s
Sun Jan 24 21:01:55 2021 | q: 1/31 | q_time: 0.067568s | E: 1 | q_time/E: 0.067568s | shuffle time: 0.000271s
Sun Jan 24 21:01:55 2021 | q: 2/31 | q_time: 0.140165s | E: 2 | q_time/E: 0.070082s | shuffle time: 0.000289s
Sun Jan 24 21:01:55 2021 | q: 3/31 | q_time: 0.211315s | E: 3 | q_time/E: 0.070438s | shuffle time: 0.000272s
Sun Jan 24 21:01:56 2021 | q: 4/31 | q_time: 0.334592s | E: 5 | q_time/E: 0.066918s | shuffle time: 0.000274s
Sun Jan 24 21:01:56 2021 | q: 5/31 | q_time: 0.392876s | E: 6 | q_time/E: 0.065479s | shuffle time: 0.000259s
Sun Jan 24 21:01:57 2021 | q: 6/31 | q_time: 0.508071s | E: 8 | q_time/E: 0.063509s | shuffle time: 0.000242s
Sun Jan 24 21:01:57 2021 | q: 7/31 | q_time: 0.676881s | E: 10 | q_time/E: 0.067688s | shuffle time: 0.000238s
Sun Jan 24 21:01:58 2021 | q: 8/31 | q_time: 0.819936s | E: 12 | q_time/E: 0.068328s | shuffle time: 0.000242s
Sun Jan 24 21:01:59 2021 | q: 9/31 | q_time: 0.952843s | E: 14 | q_time/E: 0.068060s | shuffle time: 0.000244s
Sun Jan 24 21:02:00 2021 | q: 10/31 | q_time: 1.073759s | E: 16 | q_time/E: 0.067110s | shuffle time: 0.000250s
Sun Jan 24 21:02:01 2021 | q: 11/31 | q_time: 1.210581s | E: 18 | q_time/E: 0.067254s | shuffle time: 0.000246s
Sun Jan 24 21:02:03 2021 | q: 12/31 | q_time: 1.387093s | E: 21 | q_time/E: 0.066052s | shuffle time: 0.000250s
Sun Jan 24 21:02:04 2021 | q: 13/31 | q_time: 1.504284s | E: 23 | q_time/E: 0.065404s | shuffle time: 0.000250s
Sun Jan 24 21:02:06 2021 | q: 14/31 | q_time: 1.909288s | E: 26 | q_time/E: 0.073434s | shuffle time: 0.000249s
Sun Jan 24 21:02:08 2021 | q: 15/31 | q_time: 1.859513s | E: 28 | q_time/E: 0.066411s | shuffle time: 0.000260s
Sun Jan 24 21:02:10 2021 | q: 16/31 | q_time: 2.096331s | E: 31 | q_time/E: 0.067624s | shuffle time: 0.000244s
Sun Jan 24 21:02:12 2021 | q: 17/31 | q_time: 2.300153s | E: 34 | q_time/E: 0.067652s | shuffle time: 0.000246s
Sun Jan 24 21:02:15 2021 | q: 18/31 | q_time: 2.398991s | E: 36 | q_time/E: 0.066639s | shuffle time: 0.000251s
Sun Jan 24 21:02:17 2021 | q: 19/31 | q_time: 2.653845s | E: 38 | q_time/E: 0.069838s | shuffle time: 0.000252s
Sun Jan 24 21:02:20 2021 | q: 20/31 | q_time: 2.917900s | E: 41 | q_time/E: 0.071168s | shuffle time: 0.000254s
Sun Jan 24 21:02:23 2021 | q: 21/31 | q_time: 2.969102s | E: 43 | q_time/E: 0.069049s | shuffle time: 0.000253s
Sun Jan 24 21:02:27 2021 | q: 22/31 | q_time: 3.146201s | E: 46 | q_time/E: 0.068396s | shuffle time: 0.000252s
Sun Jan 24 21:02:30 2021 | q: 23/31 | q_time: 3.316199s | E: 49 | q_time/E: 0.067678s | shuffle time: 0.000254s
Sun Jan 24 21:02:33 2021 | q: 24/31 | q_time: 3.495196s | E: 52 | q_time/E: 0.067215s | shuffle time: 0.000255s
Sun Jan 24 21:02:37 2021 | q: 25/31 | q_time: 3.648094s | E: 55 | q_time/E: 0.066329s | shuffle time: 0.000252s
Sun Jan 24 21:02:41 2021 | q: 26/31 | q_time: 3.816465s | E: 58 | q_time/E: 0.065801s | shuffle time: 0.000252s
Sun Jan 24 21:02:50 2021 | q: 27/31 | q_time: 9.210479s | E: 61 | q_time/E: 0.150991s | shuffle time: 0.000250s
Sun Jan 24 21:02:55 2021 | q: 28/31 | q_time: 4.797597s | E: 65 | q_time/E: 0.073809s | shuffle time: 0.000418s
Sun Jan 24 21:02:59 2021 | q: 29/31 | q_time: 4.663701s | E: 67 | q_time/E: 0.069607s | shuffle time: 0.000247s
Sun Jan 24 21:03:05 2021 | q: 30/31 | q_time: 5.803891s | E: 69 | q_time/E: 0.084114s | shuffle time: 0.000246s
Sun Jan 24 21:03:10 2021 | q: 31/31 | q_time: 4.944678s | E: 71 | q_time/E: 0.069643s | shuffle time: 0.000428s
