run: 879 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Mon Jan 25 15:06:42 2021 | q: 0/31 | q_time: 0.057258s | E: 1 | q_time/E: 0.057258s | shuffle time: 0.000000s
Mon Jan 25 15:06:42 2021 | q: 1/31 | q_time: 0.051725s | E: 1 | q_time/E: 0.051725s | shuffle time: 0.000207s
Mon Jan 25 15:06:42 2021 | q: 2/31 | q_time: 0.113383s | E: 2 | q_time/E: 0.056691s | shuffle time: 0.000234s
Mon Jan 25 15:06:42 2021 | q: 3/31 | q_time: 0.177142s | E: 3 | q_time/E: 0.059047s | shuffle time: 0.000232s
Mon Jan 25 15:06:43 2021 | q: 4/31 | q_time: 0.305205s | E: 5 | q_time/E: 0.061041s | shuffle time: 0.000235s
Mon Jan 25 15:06:43 2021 | q: 5/31 | q_time: 0.375458s | E: 6 | q_time/E: 0.062576s | shuffle time: 0.000242s
Mon Jan 25 15:06:43 2021 | q: 6/31 | q_time: 0.509754s | E: 8 | q_time/E: 0.063719s | shuffle time: 0.000243s
Mon Jan 25 15:06:44 2021 | q: 7/31 | q_time: 0.644915s | E: 10 | q_time/E: 0.064492s | shuffle time: 0.000239s
Mon Jan 25 15:06:45 2021 | q: 8/31 | q_time: 0.866097s | E: 12 | q_time/E: 0.072175s | shuffle time: 0.000244s
Mon Jan 25 15:06:46 2021 | q: 9/31 | q_time: 0.958261s | E: 14 | q_time/E: 0.068447s | shuffle time: 0.000245s
Mon Jan 25 15:06:47 2021 | q: 10/31 | q_time: 1.072447s | E: 16 | q_time/E: 0.067028s | shuffle time: 0.000247s
Mon Jan 25 15:06:48 2021 | q: 11/31 | q_time: 1.249877s | E: 18 | q_time/E: 0.069438s | shuffle time: 0.000246s
Mon Jan 25 15:06:50 2021 | q: 12/31 | q_time: 1.512081s | E: 21 | q_time/E: 0.072004s | shuffle time: 0.000248s
Mon Jan 25 15:06:51 2021 | q: 13/31 | q_time: 1.536760s | E: 23 | q_time/E: 0.066816s | shuffle time: 0.000280s
Mon Jan 25 15:06:53 2021 | q: 14/31 | q_time: 1.704564s | E: 26 | q_time/E: 0.065560s | shuffle time: 0.000250s
Mon Jan 25 15:06:55 2021 | q: 15/31 | q_time: 1.886358s | E: 28 | q_time/E: 0.067370s | shuffle time: 0.000248s
Mon Jan 25 15:06:57 2021 | q: 16/31 | q_time: 2.045349s | E: 31 | q_time/E: 0.065979s | shuffle time: 0.000245s
Mon Jan 25 15:06:59 2021 | q: 17/31 | q_time: 2.232179s | E: 34 | q_time/E: 0.065652s | shuffle time: 0.000249s
Mon Jan 25 15:07:02 2021 | q: 18/31 | q_time: 2.383371s | E: 36 | q_time/E: 0.066205s | shuffle time: 0.000247s
Mon Jan 25 15:07:04 2021 | q: 19/31 | q_time: 2.600985s | E: 38 | q_time/E: 0.068447s | shuffle time: 0.000251s
Mon Jan 25 15:07:07 2021 | q: 20/31 | q_time: 2.744757s | E: 41 | q_time/E: 0.066945s | shuffle time: 0.000250s
Mon Jan 25 15:07:10 2021 | q: 21/31 | q_time: 2.929825s | E: 43 | q_time/E: 0.068135s | shuffle time: 0.000252s
Mon Jan 25 15:07:13 2021 | q: 22/31 | q_time: 3.093472s | E: 46 | q_time/E: 0.067249s | shuffle time: 0.000252s
Mon Jan 25 15:07:16 2021 | q: 23/31 | q_time: 3.426256s | E: 49 | q_time/E: 0.069924s | shuffle time: 0.000255s
Mon Jan 25 15:07:20 2021 | q: 24/31 | q_time: 4.093617s | E: 52 | q_time/E: 0.078723s | shuffle time: 0.000251s
Mon Jan 25 15:07:24 2021 | q: 25/31 | q_time: 3.764613s | E: 55 | q_time/E: 0.068448s | shuffle time: 0.000254s
Mon Jan 25 15:07:28 2021 | q: 26/31 | q_time: 3.836556s | E: 58 | q_time/E: 0.066148s | shuffle time: 0.000249s
Mon Jan 25 15:07:32 2021 | q: 27/31 | q_time: 4.152232s | E: 61 | q_time/E: 0.068069s | shuffle time: 0.000250s
Mon Jan 25 15:07:37 2021 | q: 28/31 | q_time: 4.580642s | E: 65 | q_time/E: 0.070471s | shuffle time: 0.000249s
Mon Jan 25 15:07:41 2021 | q: 29/31 | q_time: 4.548354s | E: 67 | q_time/E: 0.067886s | shuffle time: 0.000248s
Mon Jan 25 15:07:46 2021 | q: 30/31 | q_time: 4.797318s | E: 69 | q_time/E: 0.069526s | shuffle time: 0.000247s
Mon Jan 25 15:07:51 2021 | q: 31/31 | q_time: 4.782312s | E: 71 | q_time/E: 0.067357s | shuffle time: 0.000244s
