run: 368 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: SC
Mon Jan 25 04:40:10 2021 | q: 0/31 | q_time: 0.054238s | E: 1 | q_time/E: 0.054238s | shuffle time: 0.000000s
Mon Jan 25 04:40:10 2021 | q: 1/31 | q_time: 0.052627s | E: 1 | q_time/E: 0.052627s | shuffle time: 0.000213s
Mon Jan 25 04:40:10 2021 | q: 2/31 | q_time: 0.113880s | E: 2 | q_time/E: 0.056940s | shuffle time: 0.000237s
Mon Jan 25 04:40:10 2021 | q: 3/31 | q_time: 0.177643s | E: 3 | q_time/E: 0.059214s | shuffle time: 0.000231s
Mon Jan 25 04:40:10 2021 | q: 4/31 | q_time: 0.306505s | E: 5 | q_time/E: 0.061301s | shuffle time: 0.000239s
Mon Jan 25 04:40:11 2021 | q: 5/31 | q_time: 0.377369s | E: 6 | q_time/E: 0.062895s | shuffle time: 0.000242s
Mon Jan 25 04:40:11 2021 | q: 6/31 | q_time: 0.519350s | E: 8 | q_time/E: 0.064919s | shuffle time: 0.000246s
Mon Jan 25 04:40:12 2021 | q: 7/31 | q_time: 0.659431s | E: 10 | q_time/E: 0.065943s | shuffle time: 0.000242s
Mon Jan 25 04:40:13 2021 | q: 8/31 | q_time: 0.798582s | E: 12 | q_time/E: 0.066548s | shuffle time: 0.000246s
Mon Jan 25 04:40:13 2021 | q: 9/31 | q_time: 0.955276s | E: 14 | q_time/E: 0.068234s | shuffle time: 0.000252s
Mon Jan 25 04:40:15 2021 | q: 10/31 | q_time: 1.075752s | E: 16 | q_time/E: 0.067235s | shuffle time: 0.000250s
Mon Jan 25 04:40:16 2021 | q: 11/31 | q_time: 1.208780s | E: 18 | q_time/E: 0.067154s | shuffle time: 0.000251s
Mon Jan 25 04:40:17 2021 | q: 12/31 | q_time: 1.396664s | E: 21 | q_time/E: 0.066508s | shuffle time: 0.000248s
Mon Jan 25 04:40:19 2021 | q: 13/31 | q_time: 1.503418s | E: 23 | q_time/E: 0.065366s | shuffle time: 0.000248s
Mon Jan 25 04:40:20 2021 | q: 14/31 | q_time: 1.839970s | E: 26 | q_time/E: 0.070768s | shuffle time: 0.000249s
Mon Jan 25 04:40:22 2021 | q: 15/31 | q_time: 2.001237s | E: 28 | q_time/E: 0.071473s | shuffle time: 0.000248s
Mon Jan 25 04:40:25 2021 | q: 16/31 | q_time: 2.280729s | E: 31 | q_time/E: 0.073572s | shuffle time: 0.000246s
Mon Jan 25 04:40:27 2021 | q: 17/31 | q_time: 2.229895s | E: 34 | q_time/E: 0.065585s | shuffle time: 0.000248s
Mon Jan 25 04:40:29 2021 | q: 18/31 | q_time: 2.484001s | E: 36 | q_time/E: 0.069000s | shuffle time: 0.000251s
Mon Jan 25 04:40:32 2021 | q: 19/31 | q_time: 2.662642s | E: 38 | q_time/E: 0.070070s | shuffle time: 0.000250s
Mon Jan 25 04:40:35 2021 | q: 20/31 | q_time: 2.789595s | E: 41 | q_time/E: 0.068039s | shuffle time: 0.000250s
Mon Jan 25 04:40:38 2021 | q: 21/31 | q_time: 2.936724s | E: 43 | q_time/E: 0.068296s | shuffle time: 0.000272s
Mon Jan 25 04:40:41 2021 | q: 22/31 | q_time: 3.176148s | E: 46 | q_time/E: 0.069047s | shuffle time: 0.000253s
Mon Jan 25 04:40:44 2021 | q: 23/31 | q_time: 3.310138s | E: 49 | q_time/E: 0.067554s | shuffle time: 0.000253s
Mon Jan 25 04:40:48 2021 | q: 24/31 | q_time: 3.615599s | E: 52 | q_time/E: 0.069531s | shuffle time: 0.000252s
Mon Jan 25 04:40:52 2021 | q: 25/31 | q_time: 3.615283s | E: 55 | q_time/E: 0.065732s | shuffle time: 0.000251s
Mon Jan 25 04:40:55 2021 | q: 26/31 | q_time: 3.898390s | E: 58 | q_time/E: 0.067214s | shuffle time: 0.000251s
Mon Jan 25 04:41:00 2021 | q: 27/31 | q_time: 4.088289s | E: 61 | q_time/E: 0.067021s | shuffle time: 0.000248s
Mon Jan 25 04:41:04 2021 | q: 28/31 | q_time: 4.664906s | E: 65 | q_time/E: 0.071768s | shuffle time: 0.000249s
Mon Jan 25 04:41:09 2021 | q: 29/31 | q_time: 4.677702s | E: 67 | q_time/E: 0.069816s | shuffle time: 0.000246s
Mon Jan 25 04:41:13 2021 | q: 30/31 | q_time: 4.573494s | E: 69 | q_time/E: 0.066283s | shuffle time: 0.000245s
Mon Jan 25 04:41:18 2021 | q: 31/31 | q_time: 4.832951s | E: 71 | q_time/E: 0.068070s | shuffle time: 0.000242s
